Date,ACDC,AE,AESI,AM,AMPY,AMTX,APA,AR,ARCH,ARLP,AROC,BANL,BATL,BKR,BOOM,BORR,BP,BPT,BRN,BROG,BRY,BSM,BTE,BTU,CAPL,CCJ,CCLP,CEI,CEIX,CHK,CHRD,CHX,CIVI,CKX,CLB,CLMT,CLNE,CNQ,CNX,COP,CPE,CPG,CQP,CRC,CRGY,CRK,CRT,CSAN,CTRA,CVE,CVI,CVX,DEC,DHT,DINO,DK,DKL,DLNG,DMLP,DNN,DNOW,DO,DRQ,DTI,DTM,DVN,DWSN,E,EC,EFXT,EGY,ENB,ENLC,ENSV,EOG,EP,EPD,EPM,EPSN,EQNR,EQT,ERF,ET,ETRN,EU,EURN,FANG,FET,FLNG,FRO,FTI,FTK,GEL,GEOS,GLNG,GLP,GPOR,GPRK,GTE,HAL,HES,HESM,HLX,HNRG,HP,HPK,HUSA,ICD,IMO,IMPP,INDO,INSW,KGEI,KGS,KLXE,KMI,KNTK,KOS,KRP,LBRT,LEU,LNG,LPG,MARPS,MGY,MMLP,MNR,MPC,MPLX,MRC,MRO,MTDR,MTR,MUR,MXC,NBR,NC,NCSM,NE,NEXT,NFG,NGL,NGS,NINE,NOA,NOG,NOV,NR,NRP,NRT,NS,NVGS,NXE,OBE,OII,OIS,OKE,OSG,OVV,OXY,PAA,PAGP,PARR,PBA,PBF,PBR,PBR.A,PBT,PDS,PED,PFIE,PHX,PNRG,PR,PRT,PSX,PTEN,PUMP,PVL,PXD,RCON,REI,REPX,RES,RIG,RNGR,RRC,SBOW,SBR,SD,SDPI,SDRL,SGU,SHEL,SJT,SLB,SLCA,SLNG,SM,SMLP,SND,SOI,STNG,SU,SUN,SWN,TALO,TDW,TELL,TGS,TK,TNK,TNP,TPET,TPL,TRGP,TRMD,TRP,TS,TTE,TTI,TXO,UEC,UGP,URG,UROY,USAC,USEG,UUUU,VAL,VET,VIST,VIVK,VLO,VNOM,VOC,VTLE,VTNR,VTOL,VTS,VVV,WDS,WES,WFRD,WHD,WKC,WMB,WTI,WTTR,XOM,XPRO,YPF
2005-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-10,,0.9802259323075416,,,,,1.0051786593298047,,,0.9800620150038395,,,,1.0019346699118001,0.877797411735069,,1.0010509376769148,1.0337198580537392,1.1150799884899936,,,,,,,0.9782997562151402,,,,,,,,1.081612498027948,0.9851078153956212,,,1.0022141752969351,0.9633720749520471,1.0180717559707535,1.0007413351226122,1.0148831752195477,,,,0.9971114051149845,0.9847168626851661,,0.979958322019111,,,1.0094307260573228,,,0.9845077166980024,,,,0.9910448158004279,,,,1.0243798812075817,,,1.0110209626525128,0.9482759176665946,0.9722220167251594,,,1.0431267277871021,0.9739495910852759,1.0239505867768417,1.0348258340354919,0.9993990700221174,1.0,1.0252464145087037,1.0,,0.9804436002142844,0.9967890061644883,0.9848011567411864,,,,,,,,1.0550845588875326,0.974845012777826,,0.9950455942426432,1.0555240545845368,1.008581163020329,,,,,0.9952660468319469,1.0161314148236171,,0.9997444191767333,1.0,0.9888650618200507,,1.0,,0.9800038125985568,,,,,,,,,,,,1.084448983479052,1.0237249410242322,,0.9864969665077286,,1.0179600493444803,,,,,1.0188630621526023,,0.9882001639198325,1.0266142982827768,0.9916666348775228,0.9644464544189625,0.9506192477264674,,,,0.991961413284671,,1.0,,,,0.9917498900958565,0.9509803912402207,0.9869757058993024,1.0017730021961975,1.0044102790288012,,,,0.9846754964132286,0.9763441707319174,0.977036425845261,,1.004051923406658,0.9858529197376636,1.0040592182890786,,,,,0.9834624542396455,,0.9831497803614418,0.9948559491484285,0.9482758383094565,,0.9524845205176996,0.9343554966869986,,,,0.9803922053600671,,,0.9844713734036961,,,0.959999894741374,0.9747475514891919,1.0069787535318444,,1.0209422937746855,,1.0551922118311385,,,,0.9667588368046786,0.9877787613686124,0.9852223296812932,0.9948636234154679,,,1.0019742335470767,,,,,0.9695902008519462,,0.9766454668841341,,0.9985442947837558,1.024390220263873,1.0272376033032444,1.0435211948929564,,1.016491566611443,,0.9636713676870743,,,1.011019981364893,0.9923352067447617,0.9766789768912068,0.9316520543631455,,,0.9278725092653151,,,,1.0034604415845398,,,,,,1.017185917461067,,,,0.8823529411764706,,,,0.9872611134246598,,,,0.9759822444197334,1.0109467726086623,,,0.9978033500589892,,1.0053057083991435
2005-01-17,,1.0501443921359768,,,,,1.073150661916989,,,1.0383950795432255,,,,1.0202750397520843,0.9921562317376402,,1.0132912576394788,1.034243776303749,0.8736167853007307,,,,,,,1.054891071754012,,,,,,,,0.9072721631733323,1.0071141776261492,,,1.0655371374079152,1.0494793165941274,1.039588775676145,1.0155556007667823,1.0111730599047417,,,,1.0526314491841864,1.045223907329695,,1.027585545614463,,,1.017905188031271,,,1.008242609225723,,,,1.0111871035813076,,,,1.0968684601636514,,,1.0249935392005343,1.0727271030959593,1.0098869707201852,,,1.038759616750605,1.0029029192883487,0.9975888404648475,0.990384625152764,1.0526649116603761,1.0,1.0330896941656342,1.0,,1.0252659263958968,0.9910137565869949,1.0374399257319709,,,,,,,,1.0876841320113897,1.0509383508447658,,0.9751038894923622,0.9871175640402826,0.9901832603479568,,,,,1.0914374566818035,1.0389428850085558,,1.0258245539701136,1.0238097613957198,1.0315921198735836,,0.9693876650773633,,1.0248022238206316,,,,,,,,,,,,0.9971509994141186,1.1176099284407348,,1.0044388675384017,,0.9996664941627501,,,,,1.0276361859844747,,1.0141791884321951,1.042825656232611,1.0084033936701988,1.0516946775201383,1.0276776526900289,,,,1.0121550586362538,,1.0086393004026648,,,,1.068330741007154,1.0288659524203025,0.9879028797679887,1.044690536490447,1.0276982768374006,,,,1.040746895972335,1.013766559145052,1.0146891701362164,,1.052274486918739,1.042690645535813,1.0318063689430972,,,,,1.0275881991870695,,1.2034272592322037,1.0673889833726165,0.854545428123309,,1.008238115941867,1.0369230417104869,,,,1.0288891430407088,,,1.0562500254968024,,,1.0416667808795979,1.0293604902348321,1.0670794127445271,,1.0625645533545114,,0.9892475630941884,,,,0.9412604965699434,1.0023312635896977,1.029642073831177,1.0071965077515361,,,1.0578820520316898,,,,,1.0511565661074693,,1.064782598744268,,1.0481045670718685,1.023809501283203,1.0075756540358878,1.0398934769738806,,1.0427732523633817,,0.9246031634471101,,,0.9991929739329851,0.9794037533503408,1.0093606995624247,1.0207923020419671,,,1.0705159158819357,,,,1.0275861939875957,,,,,,1.0963469168840918,,,,0.8933333333333333,,,,1.035483964278371,,,,1.0125131456288392,1.009554431863214,,,1.021808968672866,,1.0316657352491398
2005-01-24,,1.0351258870534623,,,,,0.9972974445138124,,,0.9966891320357226,,,,1.0040213219712646,0.9881421192516979,,1.0062132491344737,1.048666549035004,1.0193333308799688,,,,,,,1.0569770263318807,,,,,,,,1.055110700683648,0.9858718419597312,,,0.987560784221351,0.9843670370547829,0.993821574482884,1.0175054251614861,0.9944751508779842,,,,1.070183544615106,1.0291858460142216,,1.0414260282978582,,,1.005163077991229,,,0.9557784413233339,,,,1.020000348613838,,,,1.0567186808204954,,,1.028015763143639,1.0677967066060519,1.0100389484728594,,,0.9701493864304945,1.0004129445759655,1.0014501739138457,1.082524289770396,1.0311647218318731,0.8749999922389784,1.0208566933378476,1.0,,1.001945623562998,0.9715997388933801,1.0206609780395894,,,,,,,,0.8902563476753852,0.9942600516221307,,0.9957442400745794,1.0206634627910391,0.9319232311983627,,,,,1.0169488429301679,1.005133289274575,,1.0154537079533492,1.0,1.0560946731569203,,0.8947367454261311,,1.0140745630841073,,,,,,,,,,,,1.0152380240897694,1.0060659306192274,,1.0464089744135114,,1.057276792627687,,,,,1.007049509494158,,0.9963207208980694,1.0213266724274834,0.9833333492279053,0.986100072204427,0.9357924451556889,,,,1.0032757259956673,,1.0321199342434422,,,,1.0083420237615512,1.0240481699199258,1.0200371753333584,0.9758575395207573,1.0057519148412797,,,,0.993746840186689,1.0092340508855935,0.9887801977064419,,1.0073209052737575,0.9943232832210448,1.0269073563215854,,,,,1.0023011312078274,,0.86687382293083,1.054383627074214,1.0638298201271628,,0.9918291960880975,0.9643917241441763,,,,1.020517813570087,,,1.0183152305258658,,,0.9200000818678201,1.0041947534591973,1.00533521725808,,1.0091691622779704,,1.0049347439121943,,,,1.0410960259406756,1.025938804842594,1.049254533684495,1.022056788277861,,,1.0058206925114186,,,,,0.9695829535132676,,0.9948958758199983,,1.0422811322305634,1.0232558848730244,1.016917212274865,0.9659352307712843,,0.9371993470652976,,1.0848925640188996,,,0.994343609378733,1.0063523277074513,1.0087053182041021,1.0338202619755625,,,0.9802904897629592,,,,1.063758314688261,,,,,,1.0174922787797882,,,,1.044776119402985,,,,1.0,,,,1.0072091952260278,0.9962144132094674,,,1.001174846281977,,1.0676159676939616
2005-01-31,,1.128314098442421,,,,,1.0493637226825474,,,0.9709302678023745,,,,1.020264843571067,1.2170004959920164,,1.0226414973559386,1.0262130137378798,0.9998691485388721,,,,,,,0.944719325397627,,,,,,,,0.9572649327919713,0.9668605320166813,,,1.0249588661380324,1.0635239727806347,1.0488297862229887,1.0473118717097893,1.02430554749395,,,,1.0055723009347453,1.0278692449158862,,1.0462219785992828,,,1.034810709463193,,,1.1765168614020163,,,,1.026806585054772,,,,1.035662815668429,,,1.0262422175648942,0.9015872846714217,1.003778552997342,,,1.0282051449650718,1.046704364216829,0.9968619229515576,0.96412559793039,1.0293922064871892,1.1428571529939875,1.0150885987555023,0.9750000226914958,,0.9915857692926853,1.0044020397827471,1.0237513858291316,,,,,,,,1.1693549578055078,0.9823605025441395,,0.9884449744521017,1.0618007362345219,0.9645390966165227,,,,,0.9792853849700323,1.0290968435572307,,1.0726558410044733,1.0,1.088142034210577,,0.9411766901615001,,1.0450230701800998,,,,,,,,,,,,1.099437192219263,1.0501963040069289,,1.0383665863041536,,1.0085682098224225,,,,,1.004148533854498,,1.002126580096778,1.065266600948854,0.9915253915378539,1.0296217229937938,1.0422312131185238,,,,1.022850377834253,,0.9875518795347138,,,,1.0170985527325338,1.0176124605477916,1.0663362473209326,1.0373259748406296,1.0066992836731128,,,,1.0426816360095421,1.0252959678631255,1.023137185621082,,1.0224953745981211,1.0100345152259527,1.0162805207695536,,,,,1.0369900903818152,,0.9743835635812188,1.0108197744728322,0.8600000290643601,,1.038901785724265,1.0025640634390025,,,,1.0291006586992362,,,1.0622577191337197,,,0.9565217080403424,1.077276676287967,1.0152283589202358,,1.0612150563568867,,1.0191003191802785,,,,0.9941520438328018,1.0195294480016064,1.0319541023816663,1.034042290649491,,,0.9956014724917892,,,,,0.956080225083245,,1.0527395797038064,,1.0344277887619577,1.0303030001996756,1.0757855826150236,1.0501776257374384,,1.085119198809826,,0.9850464408486785,,,0.973181799666871,1.0731391896913014,1.008911710433874,1.037174700446306,,,1.02645522120394,,,,1.1041010346916975,,,,,,1.064879167624341,,,,1.0,,,,1.0062306140542396,,,,1.0364005745913256,1.0645973479235482,,,1.0091919274421637,,0.9749999028937584
2005-02-07,,1.065319702341056,,,,,0.9965083885301309,,,1.0434838948777456,,,,1.0167303193401658,1.0361543862274232,,1.0192886122021751,1.0537373991483145,1.1224489452040154,,,,,,,1.118195067600818,,,,,,,,0.9831350878000122,1.0694765766684224,,,1.0596270719065748,1.0317609429747323,1.0355644120078913,1.0082135311301217,1.0481355290626118,,,,1.0255753829991994,0.9909883766377002,,1.046929534980221,,,1.0341908564961155,,,1.0912094715017842,,,,1.001240357528609,,,,1.0399999867314877,,,0.9886897011721458,0.9683099429908422,1.0097380700142207,,,1.1720695256992324,1.0041459168494744,0.9777564619870178,1.0883719974847876,1.036497969017601,1.0625000038805108,0.9638821546928434,1.0256410017709452,,1.0267623865378048,1.0157784728561043,1.0242555001970919,,,,,,,,1.0255889545376424,1.0261182396561843,,0.9640982405822578,0.983442051246715,0.9779410802425972,,,,,0.9965968910824777,1.0482404818103805,,1.0324942367083336,1.0,1.018733812671116,,1.0874997917828386,,1.029479418314963,,,,,,,,,,,,1.0904437224090486,1.0320424782919961,,0.9464407832495908,,1.0457283971955105,,,,,1.0418275689623988,,0.9856088092208625,1.0106402871270395,0.991453040220033,1.015079645664497,1.0504254650249985,,,,0.9875888352138459,,1.0661763792514138,,,,1.0195230690540082,1.0250000229248641,0.9927523764412508,1.0464440003393543,1.0075612520215689,,,,0.9889786936357199,1.061417418444508,1.039711026660481,,1.0199690294048875,1.028605802209386,0.9934921932763066,,,,,1.0767523378844204,,1.0339734566713765,1.002052458643442,1.0,,1.0110130824463184,1.137084419936721,,,,1.0277635278541941,,,1.0203175626250949,,,1.0454545794352466,1.0562232092687482,1.0040909672131102,,1.0094640169317308,,1.0436411238109815,,,,1.008823576186817,1.0266446588481026,1.0349299546976278,1.0246915859291288,,,1.0823069867859467,,,,,1.0371873334737292,,1.0721247722800447,,1.0130619445859808,1.0220588022604535,1.0137458811229265,1.0367361942944389,,1.028372864840589,,1.0682733212566464,,,0.9920662393271165,1.0758618989681732,1.011901030965172,1.0304658796308153,,,1.019587504110467,,,,0.9057142132642182,,,,,,1.1212766596716763,,,,0.9857142857142858,,,,0.987616068661134,,,,1.036109164370749,1.0255798887470895,1.002197711167636,,1.073643936666429,,1.0747863232841204
2005-02-14,,1.0471989870045413,,,,,1.0621426711261286,,,0.9860552353660238,,,,1.065588785407146,1.0666139187119152,,1.024354139729888,1.0736210671164406,1.1701630808485926,,,,,,,1.0788855730338864,,,,,,,,0.9495457145390471,1.0792553321766178,,,1.1286512177400143,1.0087579741607793,1.056094449112878,1.0149354847431276,1.0304011016052823,,,,1.0494598005244278,1.0838037589601386,,1.065989753468123,,,1.0400364830639182,,,1.018776326676185,,,,0.9859567884617576,,,,1.044481603367038,,,1.0475006717739528,1.145454467772916,1.0069696081463815,,,1.0914894023895827,1.0276078786189813,1.0174999737704558,1.3675214539634557,1.0674372582786724,0.9411764671508278,1.020060375178543,1.015000087236195,,1.043865443955673,1.007674466394519,1.0285712485573726,,,,,,,,1.0299573944085836,1.056633769063221,,1.0172570825636467,1.0056121786154109,1.0533831195045227,,,,,1.0104900218900004,1.0407354923521004,,1.0467641990314964,1.0,1.0283198022067208,,1.091954095298426,,1.0667084389576265,,,,,,,,,,,,1.0508606549478887,0.9769728976081108,,1.0060889672487001,,0.9869421634036432,,,,,1.0549993163385576,,0.9257868180416415,1.0280492569207262,0.9965517275398607,1.0603985598550203,0.9915231267905152,,,,1.0276478377726694,,0.9852217119046559,,,,1.0510638271656152,1.121951239150389,1.025552404790702,1.018425938419653,1.0021218783550876,,,,1.0419210100932845,1.0098911753633575,1.011111177977246,,1.028372803422911,1.083430472024826,0.9900228959154134,,,,,1.020105124925739,,1.0228567077685249,1.1033072118253795,1.0,,0.9712914984259103,0.9896536416116727,,,,1.0980489581901043,,,0.9994894141073865,,,0.8695651241210274,1.0783662280345658,1.0477589642447513,,1.058928265047545,,1.0360570171935046,,,,0.5379008501885442,1.0059640179607965,1.0743753195874837,1.0451805266714418,,,1.0601499962664778,,,,,1.1253392892639569,,1.0529090881347656,,1.0378323857726344,0.9856115243652213,1.0016945796306904,1.0578262992234913,,1.0611302029918657,,0.9887215732818083,,,1.0345123532884566,1.0397814653872068,1.0234315287652322,1.041043584276652,,,0.9317494968593877,,,,1.2050471968013592,,,,,,1.059487463104663,,,,1.0115942471269248,,,,1.0470217842220482,,,,1.1237855244302795,1.0226223716145517,1.038925295913341,,1.0308360901083797,,1.1133197679992086
2005-02-21,,1.0058970850591482,,,,,1.0312500617910418,,,0.9995799380520254,,,,0.9989314716209085,1.0386617904732018,,1.0236189188889213,0.9759163744779826,1.006175320052337,,,,,,,1.0422306293319785,,,,,,,,1.0797023932948622,1.006821692841992,,,1.0445290564540717,0.9869772668494045,1.0522927761673344,1.0421404886405206,1.0150656161139244,,,,1.0194056906957099,1.0165534733500767,,1.0104762437105115,,,1.0278780249971888,,,1.0202139399059134,,,,0.9807288901028245,1.0284973892795248,,,1.0240153701887085,,,1.035612358671516,0.9809524317000206,1.029617901550923,,,0.9805069933741912,0.9953726025821941,1.0316953832099514,0.9375,1.0416317967114606,1.1250000698491947,1.0018549137855535,0.9605910728011682,,1.0554201502097993,1.018275226043343,0.9575752902486332,,,,,,,,1.0041850726863903,1.020475772028169,,1.0151785262955648,1.0497210296857393,1.0249823996343235,,,,,1.0258330811678267,1.0241192481291514,,1.0326064139414224,0.9813953337262682,1.025491798107203,,0.9789474158817174,,1.016223994836761,,,,,,,,,,,,1.0498882959961295,0.9924522496403452,,1.0056961547243208,,1.0123079091172222,,,,,1.0529676437031346,,1.0487801267522368,1.0375014766609254,1.0034602041869436,1.0543778637766659,0.9937556042998333,,,,1.00593991249771,,1.018000030517578,,,,1.0589576426946539,1.050167255815719,1.0399999262257704,1.0032099713718854,1.0120498848199795,,,,1.0374334853359775,1.0357492662265442,0.9941619361694142,,1.024523556222367,1.0431906954510668,1.0126611387102666,,,,,1.01231800990218,,1.0020959311613735,1.0001327725861753,0.9767441192409269,,1.0761605296927257,0.9454545107754794,,,,1.095671959784579,,,1.024521420777619,,,1.100000082233303,0.8928695758057019,1.0466625740391189,,1.0113829763691498,,0.9912757569446855,,,,1.0162603267295787,1.0447155631262772,1.0093073674711182,1.0090571765675806,,,1.0050660009063501,,,,,1.017670458028402,,1.0295285630975368,,1.0179807324288,1.0218977892593823,1.0203047436142763,0.9640361648242247,,0.990314021704399,,1.0569583789586254,,,1.015866357282329,1.0426106976891096,1.0356437396464189,1.0273972245503205,,,1.024416277150741,,,,0.8115183071238314,,,,,,1.0573465322913185,,,,1.0028652856661608,,,,1.0209580072023237,,,,0.9771226375214859,1.0686326102112735,1.0237466644375828,,1.045398190677238,,1.138393061147644
2005-02-28,,0.954773547242702,,,,,1.0585858264187638,,,1.0788630355878648,,,,1.0115526790905973,1.5010731165943387,,1.0272152713240508,1.035989589858434,1.0443185488669398,,,,,,,1.0560302505064851,,,,,,,,1.3769686238322083,1.0717417290272957,,,1.0366186012280911,1.061111126112329,1.0436703730123138,1.025032052760543,1.0080398647168964,,,,1.068376006208727,1.0146870906157182,,1.0554187947963807,,,1.039343575118884,,,1.098485097139379,,,,0.9829130676300665,0.9603274555381895,,,0.9693558612800468,,,1.072673246780145,1.0679611356661929,1.023997566487955,,,0.9681908255791694,0.9614484667440221,0.988330464616822,1.1566666420144651,1.064858766242849,1.277777722588294,0.9896299163584565,0.9384614923127161,,1.050201735647414,1.0049108545233694,0.9912986086443464,,,,,,,,1.2014999563447022,1.0191798294711227,,1.0026377995286297,1.0,0.9860722385894222,,,,,1.034832073006919,1.037082700913177,,1.0412138261773018,0.9952604478704696,0.9854788477133245,,1.0,,1.0541363511089288,,,,,,,,,,,,1.0600873724659206,0.9926619463594745,,1.0007672085719106,,1.0012159738319235,,,,,1.063103587160528,,0.9977134276452673,1.0420836461023126,1.0,1.0034962264831437,1.0795448996087775,,,,0.9836748938169475,,1.0471512306332922,,,,1.08339306687469,1.0175158683124634,0.9946215523624159,1.0304001631613173,1.000321976307785,,,,0.9793815251991694,0.9947990142659983,1.0120898023457716,,1.053385623368434,1.0353620109368487,0.9987242290461966,,,,,1.0796461696429112,,1.0584540170080547,1.0120678954112885,0.9523809853337428,,1.1557791922082306,1.0,,,,1.039546452663454,,,1.0513589210521936,,,0.8636362616942601,0.9973254532093787,1.0006190772956922,,1.052105254597124,,1.0165952943510768,,,,0.8853331787105612,1.0228596731888149,1.044516903382955,1.0289703837049142,,,1.0258061501985902,,,,,1.027361639980486,,1.02314661343238,,0.9985478425038665,1.0071428504525397,1.0215589744342324,1.0567042610642348,,1.0700124457776952,,1.0000717584875318,,,0.9683619905901905,1.143478704665789,1.033376230618877,1.0182115090121797,,,0.9017812029220471,,,,1.3741938003105991,,,,,,1.0914661034701176,,,,1.3571428571428572,,,,1.0267292039821503,,,,0.993756308390564,0.9994694224268109,1.0257731197515898,,1.065646542618652,,0.9675293507762551
2005-03-07,,1.0307019785804905,,,,,1.025286325856871,,,1.0231111874556162,,,,0.9923855018082971,1.1912259590022773,,1.0117068934139517,1.0314308302541504,1.0056925466672666,,,,,,,0.9888184069040321,,,,,,,,1.1436741319013088,0.9985121285088133,,,1.0483301333911996,1.0159249005433617,1.008206556378465,1.0331872457923434,0.985889816769225,,,,1.0283637205361418,0.9248607678175373,,1.0075017382376406,,,0.989046411673639,,,1.0315647917870423,,,,1.0304215369632537,1.0636065179904277,,,1.1929032110398816,,,1.0365459816409321,0.9696969300634836,1.0303051170742186,,,0.9691991830770943,1.0336496125082215,1.0361445135522451,0.9625360009431371,1.0138278593083478,0.9565217804443034,1.0138470007384162,1.0382513323917626,,1.010439720003137,1.0170179340635004,1.0393707536316428,,,,,,,,0.9192539130986034,1.010133046088997,,1.0614045453485228,1.0028999257802638,0.9533902753891722,,,,,0.9982890164418222,1.0293823548426946,,0.9956676366424894,1.0,1.0172328307115064,,0.978494502597416,,1.0316258008676287,,,,,,,,,,,,1.0547296837260578,1.051747353835074,,0.9981978578293956,,1.0267150141084551,,,,,1.0291506750952963,,1.0250392134627815,1.0184922028995262,1.4224137463269153,1.0174220194063175,1.022931805791369,,,,1.0377828066180836,,0.9943715321950076,,,,1.0615351480523916,1.0,1.02425037011365,1.0011641355398586,0.9940481568548108,,,,1.0037594411887016,1.04087458918262,1.0535836441228579,,1.0463456647274076,1.0371422659288974,1.0296376261827431,,,,,1.0081966144558026,,1.0165677295145954,1.033149291861052,1.024999981834775,,1.0,1.0,,,,1.0388619097905285,,,1.0524066717907135,,,1.2631578339920173,0.9808425126389693,1.0261963635002909,,0.976623616919829,,1.0264664604221598,,,,1.1355423690754403,1.0190206348596316,1.0027767939951093,1.0177604191756557,,,1.0259433977719528,,,,,1.0117977069827995,,0.9857377224281186,,1.02229214141158,1.3971631739330366,1.0860389456305986,0.9731691606814218,,0.9615110258935864,,1.041367113732705,,,1.0260544824860383,1.0182510061817462,1.010067356767885,1.0239540403968252,,,0.997006105000764,,,,0.9953050389901377,,,,,,1.0218979320971886,,,,1.0084210847553454,,,,1.0608697611176567,,,,0.9982549786442402,1.0212425051814709,1.0,,0.9951030316146696,,0.9484436918488524
