Symbol,Company Name,Market Cap,% Change,Volume,Revenue
HG,"Hamilton Insurance Group, Ltd.",839.98M,-0.48%,754457,1.57B
CGBD,"Carlyle Secured Lending, Inc.",832.53M,0.24%,256750,241.63M
LPRO,Open Lending Corporation,822.03M,0.74%,229096,117.46M
LBAI,"Lakeland Bancorp, Inc.",809.69M,1.48%,172837,293.77M
BITF,Bitfarms Ltd.,808.99M,-4.92%,361081,146.37M
FBMS,"The First Bancshares, Inc.",808.54M,-,2600,281.53M
GRNT,"Granite Ridge Resources, Inc",804.67M,0.33%,198628,521.43M
ABL,"Abacus Life, Inc.",784.27M,1.54%,8606,66.37M
ALTI,"AlTi Global, Inc.",779.92M,2.38%,78514,183.89M
CFFN,"Capitol Federal Financial, Inc.",779.66M,-0.17%,2007,-41.97M
ECC,Eagle Point Credit Company Inc.,775.04M,1.10%,695426,122.65M
WRLD,World Acceptance Corporation,765.99M,2.83%,27023,575.18M
CNOB,"ConnectOne Bancorp, Inc.",755.41M,-0.15%,193417,260.91M
AMTB,Amerant Bancorp Inc.,742.87M,1.15%,55612,352.68M
CTBI,"Community Trust Bancorp, Inc.",737.95M,0.25%,26474,223.96M
FMBH,"First Mid Bancshares, Inc.",733.65M,-0.10%,832,274.15M
DCOM,"Dime Community Bancshares, Inc.",732.47M,0.22%,164732,350.01M
PFC,Premier Financial Corp.,724.25M,0.35%,73391,302.71M
AMAL,Amalgamated Financial Corp.,721.15M,0.51%,100,275.98M
AC,"Associated Capital Group, Inc.",719.89M,0.96%,4787,14.59M
TMP,Tompkins Financial Corporation,710.91M,-0.14%,36288,215.42M
PFLT,PennantPark Floating Rate Capital Ltd.,701.33M,0.35%,721591,145.97M
TRIN,Trinity Capital Inc.,700.27M,1.28%,883,181.86M
EGBN,"Eagle Bancorp, Inc.",700.26M,0.38%,189491,280.81M
HUT,Hut 8 Mining Corp.,700.14M,-1.91%,29784,116.50M
NOAH,Noah Holdings Limited,694.43M,0.74%,122443,464.55M
GHIX,"Gores Holdings IX, Inc.",691.03M,-,125,-
AMBC,"Ambac Financial Group, Inc.",683.35M,-0.79%,219187,269.00M
HFWA,Heritage Financial Corporation,669.15M,-0.83%,902,239.54M
RILY,"B. Riley Financial, Inc.",655.09M,-4.74%,11597,1.79B
AMRK,"A-Mark Precious Metals, Inc.",648.37M,0.21%,162687,10.00B
ROOT,"Root, Inc.",647.85M,0.86%,3228,455.00M
TIGR,UP Fintech Holding Limited,646.30M,-1.66%,2912,228.23M
PRA,ProAssurance Corporation,643.25M,1.66%,102511,1.14B
AACT,Ares Acquisition Corporation II,639.44M,-,32989,-
CFB,"CrossFirst Bankshares, Inc.",636.93M,0.31%,85459,231.02M
CCAP,"Crescent Capital BDC, Inc.",624.49M,0.60%,79796,184.13M
GSBC,"Great Southern Bancorp, Inc.",621.86M,0.44%,18335,235.16M
FCBC,"First Community Bankshares, Inc.",617.61M,0.42%,21694,152.04M
TIPT,Tiptree Inc.,614.28M,-3.02%,232521,1.65B
MCBS,"MetroCity Bankshares, Inc.",612.51M,0.33%,15980,121.75M
HBT,"HBT Financial, Inc.",608.56M,1.56%,16682,219.55M
OSBC,"Old Second Bancorp, Inc.",606.10M,-0.07%,81217,269.61M
MBWM,Mercantile Bank Corporation,605.18M,0.70%,67196,217.99M
TCPC,BlackRock TCP Capital Corp.,604.82M,0.19%,152,209.33M
FDUS,Fidus Investment Corporation,601.59M,0.15%,244816,130.11M
UVSP,Univest Financial Corporation,597.66M,-1.12%,50248,286.05M
CION,CION Investment Corporation,595.67M,0.83%,281363,246.51M
NBBK,"NB Bancorp, Inc.",594.04M,0.07%,367536,-
SAGA,Sagaliam Acquisition Corp.,586.89M,-,872,-
VINP,Vinci Partners Investments Ltd.,581.35M,0.09%,863,93.31M
IGIC,International General Insurance Holdings Ltd.,573.71M,3.45%,38872,446.20M
EZPW,"EZCORP, Inc.",573.05M,0.58%,25504,1.08B
BFST,"Business First Bancshares, Inc.",566.21M,0.90%,22615,247.29M
UFCS,"United Fire Group, Inc.",565.44M,-1.93%,100000,1.10B
UVE,"Universal Insurance Holdings, Inc.",563.67M,0.05%,169530,1.39B
IREN,Iris Energy Limited,557.62M,-0.74%,53024,85.48M
HBNC,"Horizon Bancorp, Inc.",549.56M,0.16%,108680,220.44M
RWAY,Runway Growth Finance Corp.,546.88M,1.12%,60570,164.21M
TRST,TrustCo Bank Corp NY,530.02M,-0.57%,11,201.09M
PSBD,Palmer Square Capital BDC Inc.,528.33M,-,30066,112.22M
VEL,"Velocity Financial, Inc.",526.48M,0.12%,8594,152.00M
TREE,"LendingTree, Inc.",524.58M,2.86%,1801,672.50M
MSBI,"Midland States Bancorp, Inc.",524.16M,0.41%,29757,281.48M
QD,Qudian Inc.,524.01M,0.87%,190432,30.62M
CPF,Central Pacific Financial Corp.,519.80M,0.47%,86440,240.97M
HTBK,Heritage Commerce Corp,519.14M,-0.24%,219356,201.52M
IBCP,Independent Bank Corporation,515.62M,0.08%,48689,201.65M
CATC,Cambridge Bancorp,509.88M,0.79%,36,170.88M
CCB,Coastal Financial Corporation,509.69M,-0.97%,34521,261.00M
APLD,Applied Digital Corporation,507.71M,1.71%,15933,114.65M
SUPV,Grupo Supervielle S.A.,499.97M,5.03%,1704289,626.77M
FMNB,Farmers National Banc Corp.,499.16M,-0.60%,55426,163.01M
GAIN,Gladstone Investment Corporation,498.87M,0.58%,1121,83.52M
AMNB,American National Bankshares Inc.,497.86M,0.97%,6045,105.22M
SMBC,"Southern Missouri Bancorp, Inc.",493.48M,1.57%,10432,153.93M
EQBK,"Equity Bancshares, Inc.",491.70M,1.11%,24439,193.67M
GCBC,"Greene County Bancorp, Inc.",481.01M,1.69%,3124,68.41M
CCBG,"Capital City Bank Group, Inc.",479.46M,0.53%,8147,216.36M
WDH,Waterdrop Inc.,477.13M,1.24%,310507,364.62M
HAFC,Hanmi Financial Corporation,473.75M,1.48%,408815,251.11M
CAC,Camden National Corporation,473.69M,0.77%,47010,169.37M
ALCC,AltC Acquisition Corp.,462.90M,0.09%,38244,-
FFWM,First Foundation Inc.,462.47M,0.62%,401611,252.14M
HONE,"HarborOne Bancorp, Inc.",460.90M,-0.88%,88089,163.45M
ACIC,American Coastal Insurance Corporation,459.24M,1.93%,236472,341.80M
DGICA,Donegal Group Inc.,457.39M,-0.79%,65294,927.34M
DGICB,Donegal Group Inc.,456.37M,3.29%,9,927.34M
ATLC,Atlanticus Holdings Corporation,454.48M,-0.58%,11,354.81M
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",450.87M,-1.58%,112,135.21M
WASH,"Washington Trust Bancorp, Inc.",450.71M,0.50%,52531,190.04M
GDOT,Green Dot Corporation,449.99M,4.67%,1053223,1.50B
HIPO,Hippo Holdings Inc.,448.54M,-4.85%,410804,209.70M
HTBI,"HomeTrust Bancshares, Inc.",447.54M,-0.23%,16509,183.36M
BETR,Better Home & Finance Holding Company,446.35M,2.70%,41274,450.55M
GLAD,Gladstone Capital Corporation,445.10M,0.69%,753,90.36M
WULF,TeraWulf Inc.,443.28M,-1.60%,285227,55.51M
THFF,First Financial Corporation,443.14M,-0.45%,34192,205.83M
YRD,Yiren Digital Ltd.,443.06M,-3.14%,143747,647.79M
DHIL,"Diamond Hill Investment Group, Inc.",442.50M,0.07%,30191,136.72M
MCB,Metropolitan Bank Holding Corp.,441.72M,0.84%,65872,238.46M
PNNT,PennantPark Investment Corporation,440.27M,0.30%,335799,149.74M
ANSC,Agriculture & Natural Solutions Acquisition Corporation,437.72M,-,25000,-
GLRE,"Greenlight Capital Re, Ltd.",437.09M,0.16%,147905,667.08M
SLAM,Slam Corp.,434.43M,-,319,-
ALRS,Alerus Financial Corporation,434.15M,-,44081,197.66M
PGC,Peapack-Gladstone Financial Corporation,429.30M,-0.21%,42527,229.26M
SPFI,"South Plains Financial, Inc.",426.35M,-2.00%,40375,219.41M
CCNE,CNB Financial Corporation,425.24M,-0.29%,26685,218.47M
FSBC,Five Star Bancorp,420.13M,1.00%,8044,114.39M
GFR,Greenfire Resources Ltd,415.97M,-0.76%,4217,-
AROW,Arrow Financial Corporation,413.74M,0.37%,20809,134.33M
BHRB,Burke & Herbert Bank & Trust Company,413.70M,1.74%,8338,-
NBN,Northeast Bank,413.19M,1.17%,27303,142.81M
CRD.B,Crawford & Company,410.04M,-4.03%,38761,1.32B
ESQ,"Esquire Financial Holdings, Inc.",408.18M,-2.30%,14125,105.34M
GBLI,"Global Indemnity Group, LLC",405.80M,1.47%,12763,574.50M
OPY,Oppenheimer Holdings Inc.,405.52M,0.49%,31226,1.25B
KRNY,Kearny Financial Corp.,402.09M,0.32%,274194,148.37M
CRD.A,Crawford & Company,400.74M,-3.82%,272428,1.32B
CSTR,"CapStar Financial Holdings, Inc.",398.51M,0.10%,93891,113.72M
NETD,Nabors Energy Transition Corp. II,398.22M,-0.05%,303856,-
SMMF,"Summit Financial Group, Inc.",394.34M,-0.07%,10856,157.82M
VALU,"Value Line, Inc.",393.01M,1.44%,1580,39.04M
LCAA,L Catterton Asia Acquisition Corp,391.06M,2.43%,107534,-
HCVI,Hennessy Capital Investment Corp. VI,386.49M,-,29642,-
HRZN,Horizon Technology Finance Corporation,386.41M,-1.28%,6086,113.48M
GHI,Greystone Housing Impact Investors LP,384.90M,0.36%,16873,104.90M
BHB,Bar Harbor Bankshares,382.64M,0.24%,22658,154.14M
SHBI,"Shore Bancshares, Inc.",376.06M,-0.18%,37793,121.69M
HIFS,Hingham Institution for Savings,375.46M,0.70%,7760,161.23M
FFIC,Flushing Financial Corporation,372.95M,1.97%,201294,185.29M
JRVR,"James River Group Holdings, Ltd.",369.45M,0.73%,409952,812.01M
SMBK,"SmartFinancial, Inc.",360.67M,-1.16%,10852,155.80M
RRAC,Rigel Resource Acquisition Corp.,356.94M,-0.09%,15000,-
RRBI,"Red River Bancshares, Inc.",353.87M,-0.72%,2926,108.13M
TPVG,TriplePoint Venture Growth BDC Corp.,351.89M,-12.33%,2398902,137.49M
MOFG,"MidWestOne Financial Group, Inc.",347.16M,-0.14%,16719,176.03M
GNTY,"Guaranty Bancshares, Inc.",346.22M,1.11%,8597,121.56M
MBI,MBIA Inc.,339.17M,3.42%,417855,7.00M
MPB,"Mid Penn Bancorp, Inc.",338.60M,0.10%,8156,166.56M
MCBC,Macatawa Bank Corporation,338.46M,0.81%,39782,105.34M
SVII,Spring Valley Acquisition Corp. II,335.20M,0.09%,666,-
RBB,RBB Bancorp,329.01M,0.45%,17963,136.91M
IPXX,Inflection Point Acquisition Corp. II,326.25M,-,68184,-
FRBA,First Bank,326.08M,2.30%,28413,125.94M
EBTC,"Enterprise Bancorp, Inc.",325.58M,0.08%,54310,166.39M
BWB,"Bridgewater Bancshares, Inc.",324.11M,-,47300,111.84M
SAR,Saratoga Investment Corp.,324.00M,-0.08%,76854,138.80M
TYG,Tortoise Energy Infrastructure Corporation,318.91M,0.24%,35886,176.85M
RENE,Cartesian Growth Corporation II,318.26M,-0.05%,431,-
HIVE,HIVE Blockchain Technologies Ltd.,313.72M,-1.74%,13324,95.81M
SCM,Stellus Capital Investment Corporation,310.74M,0.78%,118293,105.85M
SLQT,"SelectQuote, Inc.",308.74M,-5.88%,290165,1.16B
IVCB,Investcorp Europe Acquisition Corp I,308.08M,0.09%,512,-
HYAC,Haymaker Acquisition Corp. III,306.70M,0.17%,46941,-
FRST,Primis Financial Corp.,304.71M,0.73%,60450,133.22M
CARE,"Carter Bankshares, Inc.",300.73M,-0.53%,22255,-
ITIC,Investors Title Company,298.72M,2.41%,804,236.56M
ACNB,ACNB Corporation,298.16M,0.29%,4560,113.47M
HBCP,"Home Bancorp, Inc.",297.61M,0.03%,6392,135.53M
JWSM,Jaws Mustang Acquisition Corporation,297.36M,0.09%,101,-
WTBA,"West Bancorporation, Inc.",294.28M,0.72%,14842,78.40M
NODK,"NI Holdings, Inc.",294.23M,-0.49%,5357,364.61M
WHF,"WhiteHorse Finance, Inc.",293.79M,0.72%,30968,103.26M
FISI,"Financial Institutions, Inc.",289.34M,1.60%,30478,198.27M
ASA,ASA Gold and Precious Metals Limited,289.16M,1.97%,72856,-5.60M
BCAL,Southern California Bancorp,288.73M,-,958,-
LX,LexinFintech Holdings Ltd.,287.87M,-2.78%,2788,1.73B
NEWT,Newtek Business Services Corp.,285.05M,-0.86%,153202,166.20M
FBIZ,"First Business Financial Services, Inc.",285.00M,-0.29%,4195,135.71M
HMST,"HomeStreet, Inc.",284.41M,1.07%,30,209.12M
FDBC,"Fidelity D & D Bancorp, Inc.",283.98M,-1.97%,4054,80.94M
FMAO,"Farmers & Merchants Bancorp, Inc.",283.94M,0.10%,18811,95.69M
PFIS,Peoples Financial Services Corp.,283.84M,0.94%,5340,106.23M
CBNK,"Capital Bancorp, Inc.",283.67M,-0.63%,7227,157.23M
INBK,First Internet Bancorp,283.02M,-3.79%,28623,86.13M
GOCO,"GoHealth, Inc.",280.76M,0.39%,3655,527.35M
ORRF,"Orrstown Financial Services, Inc.",280.70M,0.15%,14665,129.91M
VBNK,VersaBank,280.42M,-4.85%,23,83.26M
TRTL,TortoiseEcofin Acquisition Corp. III,278.06M,0.09%,202,-
BSRR,Sierra Bancorp,277.53M,-1.05%,18035,137.27M
BMRC,Bank of Marin Bancorp,275.18M,-0.18%,52022,121.79M
UNTY,"Unity Bancorp, Inc.",275.12M,1.06%,1,100.14M
NRIM,"Northrim BanCorp, Inc.",274.02M,1.08%,6181,125.63M
BKCC,BlackRock Capital Investment Corporation,272.87M,0.27%,201,80.36M
CZNC,Citizens & Northern Corporation,271.95M,-0.28%,14661,106.45M
TCBX,"Third Coast Bancshares, Inc.",270.33M,-0.60%,71153,141.41M
FANH,Fanhua Inc.,269.79M,3.68%,26143,462.50M
PRLH,Pearl Holdings Acquisition Corp,268.75M,0.28%,100,-
MVBF,MVB Financial Corp.,266.64M,-0.67%,15513,144.35M
EMLD,FTAC Emerald Acquisition Corp.,264.57M,-0.19%,1273,-
LNKB,"LINKBANCORP, Inc.",263.63M,-2.14%,51146,34.25M
SFST,"Southern First Bancshares, Inc.",261.16M,-0.65%,20531,86.25M
OBT,"Orange County Bancorp, Inc.",261.09M,-4.47%,4277,93.42M
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",259.31M,-0.20%,20958,75.55M
FNLC,"The First Bancorp, Inc.",259.25M,-0.30%,11821,83.06M
PLAO,Patria Latin American Opportunity Acquisition Corp.,255.27M,-,544,-
JMSB,"John Marshall Bancorp, Inc.",255.17M,0.17%,17668,43.41M
BSVN,Bank7 Corp.,254.22M,0.94%,6524,77.57M
FLIC,The First of Long Island Corporation,253.24M,-0.73%,19,102.67M
BTBT,"Bit Digital, Inc.",250.15M,-0.85%,110497,36.64M
CLBR,Colombier Acquisition Corp.,250.15M,-,2075,-
FSBW,"FS Bancorp, Inc.",249.35M,1.22%,12057,135.92M
PLMJ,Plum Acquisition Corp. III,243.70M,-1.47%,-,-
PBFS,"Pioneer Bancorp, Inc.",243.41M,0.43%,3534,78.37M
WSBF,"Waterstone Financial, Inc.",242.84M,-0.33%,17685,130.74M
BCML,BayCom Corp,231.14M,0.65%,14840,110.29M
CIVB,"Civista Bancshares, Inc.",230.41M,-0.13%,23735,163.55M
CNDA,Concord Acquisition Corp II,227.43M,0.10%,246,-
CVCY,Central Valley Community Bancorp,227.26M,0.16%,18537,89.05M
LEGT,Legato Merger Corp. III,227.10M,-,15437,-
PCB,PCB Bancorp,226.46M,0.13%,5240,102.10M
RM,Regional Management Corp.,224.93M,0.66%,17791,551.40M
CONX,CONX Corp.,221.43M,0.09%,229,-
SSBK,"Southern States Bancshares, Inc.",221.03M,-0.52%,3809,85.50M
USCB,"USCB Financial Holdings, Inc.",220.81M,-0.35%,5351,65.24M
BLFY,Blue Foundry Bancorp,220.10M,0.11%,21689,48.15M
NECB,"Northeast Community Bancorp, Inc.",220.09M,0.58%,29031,94.86M
CVLY,"Codorus Valley Bancorp, Inc.",219.66M,-0.52%,9512,96.61M
NWFL,Norwood Financial Corp.,218.33M,1.70%,4386,72.20M
FVCB,"FVCBankcorp, Inc.",216.36M,1.11%,9056,53.24M
SBXC,SilverBox Corp III,216.31M,-0.03%,839,-
TSBK,"Timberland Bancorp, Inc.",215.26M,0.38%,15725,75.91M
PHYT,Pyrophyte Acquisition Corp.,212.25M,-0.36%,50094,-
PDLB,"Ponce Financial Group, Inc.",212.17M,0.22%,44412,59.62M
CZFS,"Citizens Financial Services, Inc.",212.14M,1.85%,2508,82.54M
CFFS,CF Acquisition Corp. VII,209.58M,-,75107,-
HRTG,"Heritage Insurance Holdings, Inc.",209.41M,-1.60%,239106,723.12M
HLXB,Helix Acquisition Corp. II,209.11M,0.38%,2807,-
XYF,X Financial,204.16M,-0.71%,7083,629.69M
SWKH,SWK Holdings Corporation,203.80M,0.56%,4050,37.67M
PLBC,Plumas Bancorp,203.46M,0.06%,2583,77.07M
CALB,California BanCorp,202.84M,0.21%,5214,81.12M
NFYS,Enphys Acquisition Corp.,202.54M,-,1,-
CHMG,Chemung Financial Corporation,200.86M,-1.03%,3349,99.48M
COFS,"ChoiceOne Financial Services, Inc.",199.27M,1.07%,137,81.38M
MFIN,Medallion Financial Corp.,198.38M,0.36%,75995,161.60M
SEDA,SDCL EDGE Acquisition Corporation,198.32M,-,1202,-
CBAN,"Colony Bankcorp, Inc.",198.12M,-1.24%,30848,111.79M
KVAC,Keen Vision Acquisition Corporation,198.12M,-0.10%,17671,-
SEZL,Sezzle Inc.,197.85M,17.91%,593,159.36M
PKBK,"Parke Bancorp, Inc.",197.72M,0.24%,11187,75.38M
MCAA,Mountain & Co. I Acquisition Corp.,197.49M,0.09%,186183,-
NKSH,"National Bankshares, Inc.",197.38M,0.84%,6385,55.10M
MNTN,Everest Consolidator Acquisition Corporation,196.52M,-0.40%,1,-
OVLY,Oak Valley Bancorp,196.38M,1.94%,10826,85.01M
BWFG,"Bankwell Financial Group, Inc.",196.20M,2.02%,13225,97.18M
OCN,Ocwen Financial Corporation,194.03M,-0.59%,5011,1.07B
MBCN,Middlefield Banc Corp.,193.96M,-0.95%,3695,68.96M
CRML,Critical Metals Corp.,192.98M,-6.47%,140,-
BPRN,Princeton Bancorp Inc,192.26M,0.36%,4242,83.99M
XPDB,Power & Digital Infrastructure Acquisition II Corp.,190.95M,-2.83%,107,-
FFNW,"First Financial Northwest, Inc.",189.83M,0.97%,554,46.32M
LCNB,LCNB Corp.,188.79M,-,22785,72.49M
SNFCA,Security National Financial Corporation,187.41M,1.86%,9916,351.77M
PEGR,Project Energy Reimagined Acquisition Corp.,187.14M,0.09%,408543,-
EHTH,"eHealth, Inc.",185.21M,-0.31%,132502,452.87M
VSTE,Vast Renewables Limited,184.26M,6.58%,702,919.00K
CAPT,Captivision Inc.,182.42M,6.75%,11746,32.75M
OXSQ,Oxford Square Capital Corp.,181.36M,-,3407,51.41M
WNEB,"Western New England Bancorp, Inc.",181.24M,0.72%,18472,85.89M
IVCA,Investcorp India Acquisition Corp,180.95M,0.09%,18817,-
CFFI,C&F Financial Corporation,180.65M,-1.61%,4261,119.05M
ESSA,"ESSA Bancorp, Inc.",180.04M,0.40%,6112,68.56M
TRIS,Tristar Acquisition I Corp.,178.31M,-,1,-
CPSS,"Consumer Portfolio Services, Inc.",178.26M,-,11678,343.06M
PTMN,Portman Ridge Finance Corporation,176.66M,1.02%,19554,77.14M
PMTS,CPI Card Group Inc.,175.90M,-13.68%,68147,444.55M
BCBP,"BCB Bancorp, Inc.",175.72M,0.77%,20843,108.57M
APCA,AP Acquisition Corp.,175.59M,0.04%,591,-
PVBC,"Provident Bancorp, Inc.",173.86M,0.51%,45610,71.12M
EVE,EVe Mobility Acquisition Corp,169.92M,-,18636,-
SKGR,SK Growth Opportunities Corporation,169.49M,-0.09%,27635,-
VERY,"Vericity, Inc.",168.53M,-,1321,175.00M
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,168.33M,-0.19%,20632,-
ATLO,Ames National Corporation,167.52M,0.76%,5938,55.99M
GAQ,Generation Asia I Acquisition Limited,167.16M,0.08%,52439,-
LCW,Learn CW Investment Corporation,165.81M,0.40%,137,-
BRKH,Burtech Acquisition Corp.,164.36M,-0.60%,202,-
VABK,Virginia National Bankshares Corporation,162.16M,0.40%,1733,63.42M
APXI,APx Acquisition Corp. I,161.31M,-0.07%,133,-
SOC,Sable Offshore Corp.,160.84M,-0.66%,-,-
MRCC,Monroe Capital Corporation,160.33M,0.14%,128,63.96M
CNF,CNFinance Holdings Limited,159.80M,-14.16%,88190,81.00M
EVBN,"Evans Bancorp, Inc.",159.51M,0.64%,2789,94.11M
ALCY,Alchemy Investments Acquisition Corp 1,158.09M,-0.09%,625,-
ISTR,Investar Holding Corporation,156.26M,-0.12%,24982,87.99M
OPBK,OP Bancorp,156.00M,0.10%,12134,84.38M
SAMG,Silvercrest Asset Management Group Inc.,154.89M,-0.90%,53,117.41M
PEBK,"Peoples Bancorp of North Carolina, Inc.",152.70M,-0.04%,2606,76.07M
KRNL,"Kernel Group Holdings, Inc.",152.58M,-,108,-
BFAC,Battery Future Acquisition Corp.,151.61M,-0.09%,50011,-
FNWB,First Northwest Bancorp,151.39M,-0.38%,443,76.03M
ROSS,Ross Acquisition Corp II,151.08M,0.04%,131237,-
IFIN,InFinT Acquisition Corporation,150.29M,0.44%,103,-
FUNC,First United Corporation,148.97M,-0.71%,366,75.75M
ESHA,ESH Acquisition Corp.,148.53M,-0.12%,3,-
BCSA,Blockchain Coinvestors Acquisition Corp. I,148.17M,-,8,-
GSIW,Garden Stage Limited,148.08M,-0.51%,13470,3.26M
PWOD,"Penns Woods Bancorp, Inc.",147.70M,2.72%,18224,63.96M
TLGY,TLGY Acquisition Corporation,147.28M,-,68,-
MFH,Mercurity Fintech Holding Inc.,147.18M,0.03%,18,326.68K
MHLD,"Maiden Holdings, Ltd.",142.32M,2.17%,385929,73.74M
VCXB,10X Capital Venture Acquisition Corp. III,142.23M,0.05%,212,-
HWBK,"Hawthorn Bancshares, Inc.",141.35M,-0.40%,423,65.90M
AHG,Akso Health Group,141.01M,2.27%,9,2.20M
CFBK,CF Bankshares Inc.,140.66M,-0.86%,12,50.61M
TWLV,Twelve Seas Investment Company II,139.60M,0.28%,2,-
FGBI,"First Guaranty Bancshares, Inc.",139.60M,2.23%,59,95.22M
OFS,OFS Capital Corporation,139.07M,-0.19%,80291,56.94M
ALSA,Alpha Star Acquisition Corporation,138.39M,0.18%,37174,-
MYFW,"First Western Financial, Inc.",138.26M,1.04%,10683,95.99M
ISRL,Israel Acquisitions Corp,137.75M,0.09%,2758,-
MNSB,"MainStreet Bancshares, Inc.",136.92M,0.55%,32303,81.08M
LGVC,LAMF Global Ventures Corp. I,136.91M,-,6417,-
IRRX,Integrated Rail and Resources Acquisition Corp.,136.34M,-,210,-
UNB,"Union Bankshares, Inc.",136.34M,-0.83%,7440,48.79M
WNNR,Andretti Acquisition Corp.,135.22M,0.20%,2490,-
ATEK,Athena Technology Acquisition Corp. II,134.77M,0.27%,672,-
NNAG,99 Acquisition Group Inc.,133.13M,-,423,-
BANX,ArrowMark Financial Corp.,132.89M,-0.46%,10412,-
CWBC,Community West Bancshares,132.68M,-,7612,49.29M
VMCA,Valuence Merger Corp. I,132.48M,-0.26%,13219,-
FCCO,First Community Corporation,132.35M,-,9448,59.21M
CNDB,Concord Acquisition Corp III,131.95M,-7.08%,43187,-
OPRT,Oportun Financial Corporation,129.73M,-3.99%,100435,352.01M
ZLS,Zalatoris II Acquisition Corp.,129.05M,-0.28%,3,-
RMBI,"Richmond Mutual Bancorporation, Inc.",128.79M,-2.87%,3131,43.45M
UBFO,United Security Bancshares,128.76M,0.27%,7775,53.29M
RMGC,RMG Acquisition Corp. III,127.11M,-,-,-
FIAC,Focus Impact Acquisition Corp.,126.44M,0.36%,-,-
CZWI,"Citizens Community Bancorp, Inc.",126.11M,0.67%,23,59.07M
ARRW,Arrowroot Acquisition Corp.,125.64M,-,5129,-
FINW,FinWise Bancorp,125.56M,7.26%,778,66.03M
DSAQ,Direct Selling Acquisition Corp.,125.14M,0.54%,2783,-
GATE,Marblegate Acquisition Corp.,125.06M,-0.29%,-,-
BFIN,BankFinancial Corporation,124.86M,0.70%,74,55.93M
NPAB,New Providence Acquisition Corp. II,124.05M,-1.10%,300002,-
PLMI,Plum Acquisition Corp. I,123.71M,-0.09%,7010,-
KCGI,Kensington Capital Acquisition Corp. V,123.70M,0.09%,115,-
EVGR,Evergreen Corporation,123.10M,0.04%,881,-
PPYA,Papaya Growth Opportunity Corp. I,121.49M,-,231,-
ECBK,"ECB Bancorp, Inc.",119.31M,-1.61%,1506,24.85M
BOCN,Blue Ocean Acquisition Corp.,118.87M,-,4771,-
RCFA,RCF Acquisition Corp.,118.65M,-,1785,-
HNVR,"Hanover Bancorp, Inc.",117.77M,-0.06%,55,60.45M
FNCB,"FNCB Bancorp, Inc.",116.74M,-1.99%,6,53.69M
ARBK,Argo Blockchain plc,116.57M,-2.07%,3423,-
CIA,"Citizens, Inc.",116.45M,-4.86%,44061,241.09M
IXAQ,IX Acquisition Corp.,115.80M,0.09%,-,-
FRAF,Franklin Financial Services Corporation,115.39M,-0.15%,58,66.13M
OVBC,Ohio Valley Banc Corp.,115.03M,-1.51%,1948,55.28M
WMPN,William Penn Bancorporation,114.81M,1.91%,13227,21.96M
FSFG,"First Savings Financial Group, Inc.",114.40M,-0.78%,3771,80.32M
PGSS,Pegasus Digital Mobility Acquisition Corp.,114.11M,-,160,-
BYNO,byNordic Acquisition Corporation,113.65M,-,3,-
MRBK,Meridian Corporation,113.51M,1.70%,4710,99.43M
COOL,Corner Growth Acquisition Corp.,113.38M,-0.82%,8598,-
CBFV,"CB Financial Services, Inc.",113.19M,-3.30%,3339,54.22M
FXNC,First National Corporation,112.55M,-1.16%,72,55.98M
CDAQ,Compass Digital Acquisition Corp.,112.19M,-,1227,-
SHAP,Spree Acquisition Corp. 1 Limited,111.09M,-0.18%,-,-
LARK,"Landmark Bancorp, Inc.",110.81M,-1.75%,7050,57.78M
PFTA,Perception Capital Corp. III,110.63M,-,3,-
CITE,Cartica Acquisition Corp,110.01M,0.09%,51497,-
TGAA,Target Global Acquisition I Corp.,109.91M,0.09%,104,-
SSSS,SuRo Capital Corp.,109.78M,0.92%,82959,5.60M
WHG,"Westwood Holdings Group, Inc.",109.51M,-0.25%,31184,87.01M
CMCA,Capitalworks Emerging Markets Acquisition Corp,109.48M,-0.54%,1312,-
CHAA,Catcha Investment Corp,108.61M,-,5,-
HGBL,Heritage Global Inc.,108.14M,-0.34%,28173,59.09M
DHCA,DHC Acquisition Corp.,107.83M,-3.51%,251604,-
DPCS,DP Cap Acquisition Corp I,107.41M,-,464,-
SRL,Scully Royalty Ltd.,107.31M,-4.83%,1721,40.69M
MCAC,Monterey Capital Acquisition Corporation,106.34M,-0.09%,3,-
PORT,Southport Acquisition Corporation,106.13M,0.65%,116664,-
GPAC,Global Partner Acquisition Corp II,105.96M,3.45%,300,-
AFBI,"Affinity Bancshares, Inc.",105.94M,-2.42%,7,30.20M
HCMA,HCM Acquisition Corp,105.92M,-6.54%,159,-
EBMT,"Eagle Bancorp Montana, Inc.",105.66M,1.46%,5722,83.44M
CSLM,CSLM Acquisition Corp,104.49M,0.10%,10019,-
THCP,Thunder Bridge Capital Partners IV Inc.,103.60M,0.10%,201,-
MITA,Coliseum Acquisition Corp.,103.41M,-3.24%,488,-
TOP,TOP Financial Group Limited,102.90M,-2.88%,25468,11.69M
GECC,Great Elm Capital Corp.,102.56M,2.54%,20807,35.83M
TWOA,two,102.38M,-0.09%,102,-
BLUA,BlueRiver Acquisition Corp.,102.18M,-0.28%,1337,-
