Symbol,Company Name,Market Cap,% Change,Volume,Revenue
KFS,Kingsway Financial Services Inc.,252.81M,-3.54%,30700,125.94M
BARK,"BARK, Inc.",249.82M,-4.08%,590846,494.72M
HOFT,Hooker Furnishings Corporation,249.19M,0.86%,18916,467.75M
INVZ,Innoviz Technologies Ltd.,248.98M,-1.31%,20030,20.88M
CPS,Cooper-Standard Holdings Inc.,244.03M,0.07%,110580,2.82B
JAKK,"JAKKS Pacific, Inc.",242.26M,-2.45%,2331,716.05M
FSR,Fisker Inc.,241.25M,-2.42%,55713776,73.13M
INSE,"Inspired Entertainment, Inc.",240.17M,1.77%,10,318.40M
SGC,"Superior Group of Companies, Inc.",233.72M,-0.35%,31693,544.67M
WW,"WW International, Inc.",233.65M,3.15%,18426,889.55M
VRA,"Vera Bradley, Inc.",228.12M,-1.99%,240953,484.61M
DXLG,"Destination XL Group, Inc.",224.48M,-2.36%,286286,528.55M
TLYS,"Tilly's, Inc.",222.40M,-0.13%,30000,630.41M
LCUT,"Lifetime Brands, Inc.",218.14M,5.04%,51799,690.58M
PRPL,"Purple Innovation, Inc.",213.02M,7.57%,2167,515.36M
KNDI,"Kandi Technologies Group, Inc.",211.37M,-1.86%,2,133.65M
CVGI,"Commercial Vehicle Group, Inc.",208.98M,-2.82%,223709,1.01B
THCH,TH International Limited,207.94M,-2.27%,61506,204.41M
CANG,Cango Inc.,206.17M,-2.55%,29768,283.19M
PLCE,"The Children's Place, Inc.",205.00M,-1.58%,374,1.60B
DIBS,"1stdibs.Com, Inc.",203.50M,3.75%,14495,84.68M
MOND,"Mondee Holdings, Inc.",201.80M,1.70%,96789,200.95M
CLAR,Clarus Corporation,201.05M,-5.72%,3032,286.02M
CBD,Companhia Brasileira de Distribuição,198.97M,5.76%,479557,3.27B
ESCA,"Escalade, Incorporated",197.67M,-0.55%,16796,270.20M
TDUP,ThredUp Inc.,195.89M,-1.64%,2357,322.02M
RCKY,"Rocky Brands, Inc.",189.31M,3.19%,27353,474.81M
FLXS,"Flexsteel Industries, Inc.",180.67M,-4.07%,614,399.58M
FLL,"Full House Resorts, Inc.",177.09M,-0.39%,57182,217.11M
MPAA,"Motorcar Parts of America, Inc.",176.76M,-2.11%,42496,722.93M
VIRC,Virco Mfg. Corporation,158.08M,0.94%,92967,265.30M
WISH,ContextLogic Inc.,156.51M,-0.93%,3148,287.00M
EM,Smart Share Global Limited,155.89M,-3.23%,180,421.96M
PNST,Pinstripes Holdings Inc.,154.54M,3.48%,98118,82.53M
JZXN,"Jiuzi Holdings, Inc.",154.19M,11.97%,164151,3.03M
HYZN,Hyzon Motors Inc.,153.08M,2.09%,431,787.00K
DLTH,Duluth Holdings Inc.,152.73M,0.91%,111987,642.83M
BZUN,Baozun Inc.,144.40M,-2.43%,6186,1.18B
PRTS,"CarParts.com, Inc.",144.32M,5.46%,16822,673.86M
DTC,"Solo Brands, Inc.",141.72M,-2.00%,409966,526.70M
FATBB,FAT Brands Inc.,137.84M,3.64%,974,425.64M
FAT,FAT Brands Inc.,137.84M,-0.24%,6070,425.64M
BIRD,"Allbirds, Inc.",136.62M,1.89%,1609,266.25M
BSET,"Bassett Furniture Industries, Incorporated",136.22M,-,868,390.14M
CATO,The Cato Corporation,134.83M,0.61%,43769,712.23M
NIU,Niu Technologies,134.14M,1.16%,333,383.13M
GRWG,GrowGeneration Corp.,133.66M,2.83%,6310,230.89M
CPHC,Canterbury Park Holding Corporation,128.07M,-4.18%,8964,62.03M
AKA,a.k.a. Brands Holding Corp.,126.78M,-2.21%,9443,546.26M
SPWH,"Sportsman's Warehouse Holdings, Inc.",126.08M,-0.30%,17,1.30B
LAKE,"Lakeland Industries, Inc.",122.18M,0.85%,9674,122.45M
ELA,Envela Corporation,114.81M,-1.38%,35544,182.39M
RRGB,"Red Robin Gourmet Burgers, Inc.",110.66M,-2.86%,325546,1.30B
NDLS,Noodles & Company,110.08M,-2.39%,2711,515.56M
STKS,"The ONE Group Hospitality, Inc.",109.77M,-0.57%,136118,331.15M
GOEV,Canoo Inc.,106.92M,14.06%,103362,519.00K
AOUT,"American Outdoor Brands, Inc.",105.18M,5.40%,948,197.00M
UFI,"Unifi, Inc.",104.95M,2.27%,23377,583.56M
STRT,Strattec Security Corporation,101.20M,-0.68%,6521,513.34M
SLNA,Selina Hospitality PLC,99.56M,-0.04%,1915,-
CAAS,"China Automotive Systems, Inc.",97.50M,-0.62%,953,545.98M
YTRA,"Yatra Online, Inc.",96.60M,0.67%,13,52.41M
WPRT,Westport Fuel Systems Inc.,95.66M,-2.28%,88316,322.66M
LUXH,LuxUrban Hotels Inc.,94.67M,-4.35%,307779,98.83M
LITB,"LightInTheBox Holding Co., Ltd.",94.63M,2.41%,131119,650.29M
BGFV,Big 5 Sporting Goods Corporation,91.55M,1.49%,403751,884.75M
CONN,"Conn's, Inc.",86.42M,0.86%,76619,1.21B
KEQU,Kewaunee Scientific Corporation,86.30M,-1.36%,19570,215.08M
LIVE,Live Ventures Incorporated,82.56M,5.59%,11136,403.78M
FTEL,Fitell Corporation,81.83M,2.04%,203397,3.87M
SUP,"Superior Industries International, Inc.",81.75M,-1.89%,266534,1.39B
TOUR,Tuniu Corporation,79.43M,-5.06%,103,50.71M
WKHS,Workhorse Group Inc.,79.13M,0.49%,153744,12.14M
CNTY,"Century Casinos, Inc.",78.94M,4.00%,2116,510.20M
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",76.85M,-6.47%,1,355.18M
GORV,Lazydays Holdings Inc,74.91M,4.12%,7,1.13B
CREV,Carbon Revolution Public Limited,74.79M,0.29%,493,17.46M
BGI,Birks Group Inc.,71.19M,1.28%,22755,170.73M
NHTC,Natural Health Trends Corp.,70.94M,-,10478,43.92M
REE,REE Automotive Ltd.,70.79M,1.87%,60,943.00K
JL,J-Long Group Limited,69.39M,-0.90%,829775,38.29M
NTZ,Natuzzi S.p.A.,67.46M,2.04%,748,498.39M
PMNT,Perfect Moment Ltd.,66.12M,4.62%,18166,23.66M
TCS,"The Container Store Group, Inc.",66.06M,1.59%,235062,901.46M
GAN,GAN Limited,65.35M,0.69%,138738,135.65M
CULP,"Culp, Inc.",63.97M,7.02%,62511,229.34M
TUP,Tupperware Brands Corporation,62.46M,1.50%,827916,1.30B
PLBY,"PLBY Group, Inc.",61.77M,-7.13%,71,188.34M
CRWS,"Crown Crafts, Inc.",57.86M,-0.88%,5,86.67M
LL,"LL Flooring Holdings, Inc.",56.38M,3.05%,257760,904.75M
CJET,"Chijet Motor Company, Inc.",56.23M,0.63%,50,17.58M
SOND,Sonder Holdings Inc.,54.44M,1.44%,44657,573.81M
GP,GreenPower Motor Company Inc.,53.73M,1.38%,11,49.53M
BNED,"Barnes & Noble Education, Inc.",52.09M,4.26%,667257,1.54B
ARKR,Ark Restaurants Corp.,51.40M,3.18%,837,184.84M
FOSL,"Fossil Group, Inc.",49.75M,-2.85%,791303,1.49B
BDL,"Flanigan's Enterprises, Inc.",47.60M,2.44%,7956,177.68M
NCNC,noco-noco Inc.,47.23M,3.91%,96399,-
HOUR,"Hour Loop, Inc.",45.96M,-,1966,123.86M
VIOT,"Viomi Technology Co., Ltd",45.33M,-1.38%,118904,400.66M
INTG,The InterGroup Corporation,45.00M,-1.37%,122,57.18M
MULN,"Mullen Automotive, Inc.",44.36M,6.61%,13570,366.00K
ATER,"Aterian, Inc.",43.35M,2.23%,7359,164.71M
LGCB,Linkage Global Inc,43.00M,5.82%,5,22.03M
EVTV,"Envirotech Vehicles, Inc.",41.84M,-2.46%,8830,4.64M
CENN,Cenntro Electric Group Limited,41.41M,4.62%,4235,-
SYPR,"Sypris Solutions, Inc.",41.32M,1.11%,21895,131.20M
VNCE,Vince Holding Corp.,41.01M,2.13%,5357,308.89M
TLF,"Tandy Leather Factory, Inc.",37.54M,-0.22%,301,77.75M
JRSH,"Jerash Holdings (US), Inc.",36.27M,-1.01%,6606,119.39M
YHGJ,Yunhong Green CTI Ltd.,35.17M,-3.22%,1,16.60M
VEV,Vicinity Motor Corp.,35.14M,-1.69%,5551,11.85M
KIRK,"Kirkland's, Inc.",34.76M,3.07%,90340,465.22M
MI,NFT Ltd.,33.97M,2.60%,38375,4.68M
PEV,Phoenix Motor Inc.,32.93M,-6.97%,47550,4.98M
GTIM,Good Times Restaurants Inc.,29.10M,0.38%,14991,137.86M
MRM,MEDIROM Healthcare Technologies Inc.,28.34M,-0.85%,547,49.82M
SOLO,Electrameccanica Vehicles Corp.,27.91M,1.65%,24714,3.40M
ECDA,ECD Automotive Design Inc,27.20M,3.65%,-,19.90M
GDHG,Golden Heaven Group Holdings Ltd.,26.96M,-3.39%,225308,31.79M
RAVE,"RAVE Restaurant Group, Inc.",26.69M,-3.70%,62,11.90M
RENT,"Rent the Runway, Inc.",25.51M,-,523737,297.80M
DLA,"Delta Apparel, Inc.",25.10M,0.28%,20221,387.99M
NCL,Northann Corp.,24.37M,4.54%,95285,10.59M
VRM,"Vroom, Inc.",22.73M,10.78%,3805,866.63M
WBUY,WEBUY GLOBAL LTD.,22.31M,9.57%,3162,44.56M
MGIH,Millennium Group International Holdings Limited,21.38M,-6.35%,1398,45.60M
WKSP,Worksport Ltd.,20.52M,-7.56%,5697,729.32K
CHSN,Chanson International Holding,20.44M,0.62%,46047,13.54M
RGS,Regis Corporation,19.99M,-3.41%,6,215.91M
CTNT,Cheetah Net Supply Chain Service Inc.,19.35M,6.50%,12082,42.11M
IPW,iPower Inc.,19.20M,7.69%,32,86.93M
XELB,"Xcel Brands, Inc.",18.88M,0.01%,20938,19.53M
HWH,HWH International Inc.,18.82M,1.75%,7803,-
JEWL,Adamas One Corp.,17.37M,0.20%,497706,1.82M
BFI,"BurgerFi International, Inc.",16.61M,-5.02%,221,173.87M
MOGU,MOGU Inc.,16.27M,-0.76%,2390,27.58M
FRSX,Foresight Autonomous Holdings Ltd.,15.94M,-1.89%,195,458.00K
ZAPP,Zapp Electric Vehicles Group Limited,15.93M,-0.11%,178118,-
ISPO,Inspirato Incorporated,15.82M,1.57%,10877,345.02M
FGI,FGI Industries Ltd.,14.63M,-,18030,118.08M
VLCN,"Volcon, Inc.",14.63M,7.56%,300685,2.93M
YJ,Yunji Inc.,14.33M,-,8896,107.26M
DOGZ,Dogness (International) Corporation,13.84M,1.51%,21,17.58M
CZOO,Cazoo Group Ltd,13.30M,-15.26%,113252,1.37B
DSS,"DSS, Inc.",13.27M,-1.57%,1758,34.72M
BTBD,"BT Brands, Inc.",12.20M,2.79%,1040,14.06M
LTRY,Lottery.com Inc.,12.15M,2.40%,16,2.11M
VEEE,Twin Vee Powercats Co.,11.52M,-3.97%,12450,33.85M
CTHR,"Charles & Colvard, Ltd.",11.44M,4.84%,112970,25.06M
SRM,"SRM Entertainment, Inc.",10.77M,9.62%,100,6.07M
EGOX,Next.e.GO N.V.,10.73M,-5.91%,1404323,-
JOAN,JOANN Inc.,9.88M,3.47%,55617,2.16B
UXIN,Uxin Limited,9.71M,7.77%,47623,200.74M
LIDR,"AEye, Inc.",9.34M,-10.24%,1012,2.49M
EZGO,EZGO Technologies Ltd.,9.32M,1.10%,34442,15.92M
SPGC,"Sacks Parente Golf, Inc.",9.26M,-0.64%,22171,240.00K
FRZA,"Forza X1, Inc.",8.95M,-2.38%,2500,18.56K
VMAR,Vision Marine Technologies Inc.,8.75M,-1.48%,51,3.80M
JXJT,JX Luxventure Limited,8.49M,-5.84%,4303,49.91M
DXYN,"The Dixie Group, Inc.",8.40M,3.25%,130041,280.21M
XWEL,"XWELL, Inc.",8.36M,-,10655,30.26M
AYRO,"Ayro, Inc.",8.17M,2.33%,300,949.93K
EFOI,"Energy Focus, Inc.",7.35M,3.07%,807,3.99M
OCG,Oriental Culture Holding LTD,7.00M,5.36%,6031,1.57M
FORD,"Forward Industries, Inc.",6.45M,-4.04%,13763,33.03M
FFIE,Faraday Future Intelligent Electric Inc.,6.31M,-9.44%,740602,551.00K
KXIN,Kaixin Auto Holdings,6.11M,-1.83%,5854,68.40M
TRNR,Interactive Strength Inc.,5.44M,-4.52%,382,973.00K
CNXA,Connexa Sports Technologies Inc.,5.36M,6.52%,18554,9.78M
JFBR,Jeffs' Brands Ltd,5.05M,-1.85%,50,7.39M
YOSH,Yoshiharu Global Co.,4.95M,1.57%,1388,9.25M
PIK,Kidpik Corp.,4.77M,32.85%,292785,15.61M
FUV,"Arcimoto, Inc.",4.72M,-0.97%,494,6.61M
EJH,E-Home Household Service Holdings Limited,4.33M,-2.03%,9154,68.32M
SBET,SharpLink Gaming Ltd.,4.19M,1.51%,24964,-
DBGI,"Digital Brands Group, Inc.",3.85M,-3.46%,79407,12.41M
UCAR,U Power Limited,3.76M,-10.68%,1739172,752.98K
JWEL,Jowell Global Ltd.,3.74M,1.74%,1122,193.98M
NVVE,Nuvve Holding Corp.,3.49M,-1.20%,18842,7.83M
REBN,"Reborn Coffee, Inc.",3.49M,-4.29%,58831,5.02M
WNW,Meiwu Technology Company Limited,3.45M,-,65352,30.30M
SECO,Secoo Holding Limited,3.18M,0.31%,1500,413.47M
OCTO,Eightco Holdings Inc.,3.09M,1.50%,3073,75.82M
NVFY,"Nova LifeStyle, Inc.",2.78M,-1.76%,8492,11.06M
IVP,"Inspire Veterinary Partners, Inc.",2.47M,-17.14%,936672,16.07M
AUVI,"Applied UV, Inc.",2.37M,8.47%,1969,37.94M
AREB,"American Rebel Holdings, Inc.",1.86M,-3.55%,1672,15.27M
BQ,Boqii Holding Limited,1.15M,2.74%,51962,122.67M
