Symbol,Company Name,Market Cap,% Change,Volume,Revenue
WKME,WalkMe Ltd.,780.98M,0.34%,72092,266.95M
KARO,Karooooo Ltd.,779.97M,-1.18%,5471,215.12M
PSFE,Paysafe Limited,772.51M,-11.95%,2283707,1.60B
NOVA,Sunnova Energy International Inc.,770.42M,-9.54%,12927259,720.65M
BTDR,Bitdeer Technologies Group,769.21M,4.25%,32866,-
RDWR,Radware Ltd.,759.86M,0.56%,72197,261.29M
BLND,"Blend Labs, Inc.",744.60M,-0.99%,1765290,163.53M
BELFB,Bel Fuse Inc.,744.35M,2.50%,102633,669.01M
BELFA,Bel Fuse Inc.,738.16M,0.96%,159,669.01M
ENFN,"Enfusion, Inc.",721.24M,1.96%,359070,168.57M
IMXI,"International Money Express, Inc.",708.72M,2.14%,1,658.74M
HKD,AMTD Digital Inc.,703.59M,-1.60%,369859,33.07M
CNDT,Conduent Incorporated,702.37M,-,589500,3.72B
IIIV,"i3 Verticals, Inc.",702.16M,4.09%,101,376.20M
ML,MoneyLion Inc.,701.37M,28.18%,762376,423.43M
AOSL,Alpha and Omega Semiconductor Limited,695.08M,6.92%,132050,640.00M
HCKT,"The Hackett Group, Inc.",680.27M,0.04%,54409,296.59M
NNDM,Nano Dimension Ltd.,678.28M,1.05%,66104,53.96M
DMRC,Digimarc Corporation,656.85M,-4.82%,161290,34.85M
DSP,Viant Technology Inc.,652.05M,9.85%,190953,222.93M
MLAB,"Mesa Laboratories, Inc.",615.46M,2.06%,22150,212.87M
MTTR,"Matterport, Inc.",612.49M,1.55%,17455,157.75M
LASR,"nLIGHT, Inc.",607.67M,-0.31%,73598,209.92M
DDD,3D Systems Corporation,603.96M,7.08%,1847704,505.95M
KC,Kingsoft Cloud Holdings Limited,599.94M,-2.64%,758813,1.03B
CRNC,Cerence Inc.,592.61M,0.57%,3610,349.15M
SNPO,Snap One Holdings Corp.,574.74M,-3.22%,5,1.06B
SKYT,"SkyWater Technology, Inc.",573.27M,5.54%,11681,272.62M
AAOI,"Applied Optoelectronics, Inc.",572.13M,-0.40%,36600,217.65M
CEVA,"CEVA, Inc.",566.17M,3.98%,116893,97.42M
SMRT,"SmartRent, Inc.",562.68M,1.85%,1350246,236.84M
BIGC,"BigCommerce Holdings, Inc.",561.61M,2.86%,827,309.39M
ALNT,Allient Inc.,556.71M,-7.27%,2,578.63M
SCWX,SecureWorks Corp.,552.51M,-2.00%,35793,392.06M
ICG,Intchains Group Limited,550.83M,-0.23%,2297,11.43M
TTEC,"TTEC Holdings, Inc.",544.00M,0.70%,1624,2.46B
MGIC,Magic Software Enterprises Ltd.,542.31M,-1.96%,126,556.65M
DJCO,Daily Journal Corporation,537.04M,3.24%,6721,71.40M
EB,"Eventbrite, Inc.",536.84M,4.17%,2105509,326.13M
BAND,Bandwidth Inc.,533.56M,4.37%,422,601.12M
CINT,CI&T Inc,531.44M,-10.79%,209253,465.47M
ITRN,Ituran Location and Control Ltd.,529.57M,-0.82%,27745,319.98M
SPWR,SunPower Corporation,522.58M,-2.68%,94383,1.83B
CGNT,Cognyte Software Ltd.,517.95M,0.27%,235597,302.97M
MITK,"Mitek Systems, Inc.",516.99M,0.88%,218328,172.32M
MEI,"Methode Electronics, Inc.",514.08M,-31.13%,2480107,1.14B
NRDY,"Nerdy, Inc.",502.04M,-1.37%,889854,193.40M
ADTN,"ADTRAN Holdings, Inc.",496.59M,1.77%,614957,1.28B
AEHR,Aehr Test Systems,496.49M,2.75%,10551,81.53M
XPER,Xperi Holding Corporation,476.80M,0.75%,236233,521.33M
VPG,"Vishay Precision Group, Inc.",464.37M,0.75%,32341,355.05M
CTLP,"Cantaloupe, Inc.",462.99M,0.63%,150869,252.57M
BLZE,"Backblaze, Inc.",461.19M,1.55%,13294,96.21M
MTC,"MMTec, Inc.",460.02M,-15.58%,7320,3.22M
TSAT,Telesat Corporation,456.36M,0.99%,72510,551.81M
DAVE,Dave Inc.,454.07M,17.33%,1965,259.09M
CLFD,"Clearfield, Inc.",450.32M,1.93%,205500,217.01M
AVNW,"Aviat Networks, Inc.",448.19M,1.33%,97347,357.26M
RDZN,"Roadzen, Inc.",446.92M,2.03%,5354,-
OSPN,OneSpan Inc.,445.54M,23.07%,4718,235.11M
NTGR,"NETGEAR, Inc.",432.46M,-1.82%,237912,740.84M
MVIS,"MicroVision, Inc.",425.68M,9.17%,47975,7.26M
AUDC,AudioCodes Ltd.,424.36M,-0.07%,23753,244.38M
RXT,"Rackspace Technology, Inc.",421.99M,5.98%,2320,3.02B
LAW,"CS Disco, Inc.",417.66M,3.01%,93264,138.09M
OPFI,OppFi Inc.,416.90M,4.70%,602575,255.89M
DOMO,"Domo, Inc.",415.98M,-2.57%,7758,318.43M
LYTS,LSI Industries Inc.,413.38M,-0.77%,72133,473.55M
FARO,"FARO Technologies, Inc.",408.60M,-,240731,358.83M
NVEC,NVE Corporation,408.52M,0.70%,22951,35.52M
VNET,"VNET Group, Inc.",396.34M,-3.48%,2090834,1.02B
DAKT,"Daktronics, Inc.",391.89M,0.45%,413132,812.07M
AMSWA,"American Software, Inc.",373.39M,0.09%,97238,110.31M
CAN,Canaan Inc.,370.24M,-4.43%,139424,211.48M
UIS,Unisys Corporation,362.58M,2.71%,265229,2.02B
EGHT,"8x8, Inc.",351.75M,3.26%,599325,733.82M
GPRO,"GoPro, Inc.",344.01M,2.22%,7826,1.01B
STEM,"Stem, Inc.",331.33M,-5.83%,7108306,461.52M
CLMB,"Climb Global Solutions, Inc.",322.93M,-1.83%,52,352.01M
GILT,Gilat Satellite Networks Ltd.,318.20M,-2.60%,571,266.09M
FRGE,"Forge Global Holdings, Inc.",315.49M,2.22%,163032,67.58M
APPS,"Digital Turbine, Inc.",315.24M,0.66%,198633,572.38M
WBX,Wallbox N.V.,310.49M,8.03%,777702,158.67M
MTLS,Materialise NV,309.78M,0.78%,45201,308.81M
PERF,Perfect Corp.,309.17M,-8.15%,193011,53.51M
TGAN,"Transphorm, Inc.",305.62M,0.42%,5,18.76M
RGTI,"Rigetti Computing, Inc.",305.03M,16.85%,972102,14.69M
NUKK,Nukkleus Inc.,301.08M,-1.68%,4590,26.73M
PRCH,"Porch Group, Inc.",300.08M,3.67%,1179951,382.94M
ONTF,"ON24, Inc.",280.13M,0.90%,139207,170.94M
KOPN,Kopin Corporation,277.36M,-0.40%,4656,44.00M
RMNI,"Rimini Street, Inc.",273.25M,4.11%,1,431.50M
AIP,"Arteris, Inc.",272.14M,3.30%,10958,53.67M
CCSI,"Consensus Cloud Solutions, Inc.",270.10M,4.77%,607178,362.56M
IBEX,IBEX Limited,267.80M,1.97%,38111,513.10M
NOTE,"FiscalNote Holdings, Inc.",258.64M,3.52%,862699,129.83M
QBTS,D-Wave Quantum Inc.,255.88M,15.00%,8176467,8.25M
COMM,"CommScope Holding Company, Inc.",253.99M,6.36%,4683,5.79B
TRAK,"Park City Group, Inc.",252.75M,-1.77%,54085,19.81M
CRNT,Ceragon Networks Ltd.,251.49M,-0.67%,659,347.18M
RDVT,"Red Violet, Inc.",250.05M,-1.04%,12461,60.20M
TLS,Telos Corporation,247.86M,0.28%,173726,151.66M
PRTH,"Priority Technology Holdings, Inc.",244.75M,-0.31%,9757,733.89M
API,"Agora, Inc.",243.42M,-2.21%,180515,141.54M
ASUR,"Asure Software, Inc.",240.49M,-3.27%,94,119.08M
QUIK,QuickLogic Corporation,236.05M,1.44%,716,17.80M
VLN,Valens Semiconductor Ltd.,230.41M,-2.23%,142238,84.16M
DM,"Desktop Metal, Inc.",226.34M,3.15%,5379361,197.91M
LUNA,Luna Innovations Incorporated,225.53M,0.46%,1200,116.61M
OPTX,"Syntec Optics Holdings, Inc.",224.90M,2.00%,21700,42.42M
LSAK,"Lesaka Technologies, Inc.",220.22M,0.28%,3970,547.10M
ITI,"Iteris, Inc.",219.34M,-0.19%,79481,171.68M
OUST,"Ouster, Inc.",217.30M,-0.37%,322944,69.77M
BKSY,BlackSky Technology Inc.,215.68M,4.14%,1113392,78.40M
MIXT,MiX Telematics Limited,214.52M,-,49692,150.06M
MAXN,"Maxeon Solar Technologies, Ltd.",214.50M,-0.50%,242814,1.22B
III,"Information Services Group, Inc.",214.07M,4.78%,1185,299.04M
MX,Magnachip Semiconductor Corporation,213.30M,2.00%,269264,240.22M
IMMR,Immersion Corporation,211.74M,0.15%,24246,32.70M
INOD,Innodata Inc.,211.62M,-0.81%,3885,86.78M
SSTI,SoundThinking Inc,211.03M,1.22%,28235,87.67M
TCX,Tucows Inc.,203.97M,0.75%,34083,331.29M
CSPI,CSP Inc.,202.31M,1.91%,409,61.68M
INVE,"Identiv, Inc.",201.15M,-0.81%,141899,116.40M
ATGL,Alpha Technology Group Limited,198.11M,-3.00%,10664,1.11M
AXTI,"AXT, Inc.",195.96M,-4.26%,20339,82.16M
REKR,"Rekor Systems, Inc.",194.13M,-,616,28.42M
EXFY,"Expensify, Inc.",190.86M,2.28%,1610,150.69M
SATL,Satellogic Inc.,190.79M,-5.45%,189,6.81M
EGAN,eGain Corporation,188.46M,2.90%,2,95.64M
KLTR,"Kaltura, Inc.",187.67M,-,53749,175.17M
ATOM,Atomera Incorporated,182.35M,3.95%,146,550.00K
HEAR,Turtle Beach Corporation,178.91M,1.78%,65947,259.48M
VOXX,VOXX International Corporation,178.52M,2.46%,39872,497.35M
TROO,"TROOPS, Inc.",177.80M,-3.41%,5771,3.88M
MRAM,"Everspin Technologies, Inc.",175.11M,0.97%,94005,63.77M
CMTL,Comtech Telecommunications Corp.,172.83M,-1.30%,182226,570.77M
VCSA,"Vacasa, Inc.",170.13M,-2.44%,46735,1.12B
PXLW,"Pixelworks, Inc.",165.07M,0.34%,1335,56.49M
PAYS,"PaySign, Inc.",160.90M,4.10%,270,44.20M
LTRX,"Lantronix, Inc.",146.53M,1.30%,1181,137.96M
MAPS,"WM Technology, Inc.",145.38M,-1.02%,566,195.87M
WRAP,"Wrap Technologies, Inc.",140.16M,1.28%,81,9.13M
SANG,Sangoma Technologies Corporation,139.05M,2.43%,2813,189.28M
ZFOX,"ZeroFox Holdings, Inc.",138.35M,-,323333,-
INTT,inTEST Corporation,137.79M,0.62%,93487,129.55M
GMM,Global Mofy Metaverse Limited,135.46M,-0.61%,316,26.89M
AIXI,Xiao-I Corporation,135.45M,-6.93%,5279,61.80M
ARQQ,Arqit Quantum Inc.,134.54M,11.49%,22321,640.00K
YIBO,Planet Image International Limited,133.09M,-16.27%,9948,142.13M
MKFG,Markforged Holding Corporation,131.95M,6.55%,358481,99.28M
PSQH,"PSQ Holdings, Inc.",131.49M,4.16%,93917,1.38M
ALOT,"AstroNova, Inc.",130.07M,-0.66%,96,148.35M
AISP,Airship AI Holdings Inc,125.47M,-20.52%,221016,22.64M
SOL,Emeren Group Ltd,124.30M,7.92%,591938,86.34M
,Nano Labs Ltd,123.40M,-5.41%,150803,655.30M
RELL,"Richardson Electronics, Ltd.",121.51M,0.59%,110,225.91M
CMBM,Cambium Networks Corporation,121.36M,2.59%,57038,264.50M
PXDT,"Pixie Dust Technologies, Inc.",121.00M,-1.14%,12812,5.72M
ARBE,Arbe Robotics Ltd.,120.91M,-20.41%,819,1.47M
GSIT,"GSI Technology, Inc.",116.10M,10.87%,10076,22.00M
ZENV,Zenvia Inc.,115.70M,11.22%,125,153.40M
PWFL,"PowerFleet, Inc.",113.88M,0.32%,81817,132.20M
SURG,"SurgePays, Inc.",113.82M,-4.14%,17370,141.05M
LDTC,LeddarTech Holdings Inc.,112.49M,-2.25%,24098,6.16M
MPTI,"M-tron Industries, Inc.",111.63M,0.05%,44617,39.07M
RSSS,"Research Solutions, Inc.",110.91M,-,31738,40.68M
UEIC,Universal Electronics Inc.,109.02M,2.55%,5,445.62M
MYNA,Mynaric AG,107.60M,-1.22%,10677,4.70M
SILC,Silicom Ltd.,106.34M,3.55%,12910,124.13M
SNCR,"Synchronoss Technologies, Inc.",101.63M,9.08%,50,234.70M
FEIM,"Frequency Electronics, Inc.",100.09M,0.47%,13731,49.61M
BEEM,Beam Global,99.55M,1.02%,666,55.22M
FEBO,Fenbo Holdings Limited,97.74M,5.52%,11553,15.31M
VUZI,Vuzix Corporation,97.73M,-1.95%,2075,13.96M
CCRD,CoreCard Corporation,97.14M,-0.17%,28838,56.00M
LPSN,"LivePerson, Inc.",96.48M,8.42%,50790,401.98M
AEYE,"AudioEye, Inc.",95.65M,17.32%,3722,31.32M
IZM,ICZOOM Group Inc.,94.58M,2.20%,319599,214.41M
AUID,authID Inc.,93.93M,-1.00%,9068,384.32K
ALAR,Alarum Technologies Ltd.,93.35M,-7.99%,193,24.54M
ELTK,Eltek Ltd.,93.24M,-1.22%,94546,44.85M
KVHI,"KVH Industries, Inc.",91.19M,-3.33%,29850,137.41M
BMR,Beamr Imaging Ltd.,90.09M,8.74%,52729,2.91M
SPPL,SIMPPLE LTD.,89.73M,0.24%,4200,4.89M
OCFT,"OneConnect Financial Technology Co., Ltd.",88.12M,0.44%,7836,548.19M
BCOV,Brightcove Inc.,87.85M,-1.47%,3386,201.19M
GNSS,Genasys Inc.,87.61M,0.50%,43617,40.54M
SYT,"SYLA Technologies Co., Ltd.",86.22M,-5.01%,1176,152.21M
PHUN,"Phunware, Inc.",85.72M,6.04%,96446,15.80M
PET,Wag! Group Co.,83.98M,0.47%,26867,79.28M
SOTK,Sono-Tek Corporation,82.64M,1.32%,1962,18.59M
ALLT,Allot Ltd.,82.25M,0.94%,41665,93.15M
ONDS,Ondas Holdings Inc.,81.95M,-2.40%,1,11.21M
VERI,"Veritone, Inc.",81.31M,4.29%,973,137.25M
BKKT,"Bakkt Holdings, Inc.",80.02M,-8.31%,9636903,580.99M
UPLD,"Upland Software, Inc.",78.63M,1.54%,32,297.85M
SSNT,"SilverSun Technologies, Inc.",78.40M,-6.35%,56,52.21M
LINK,"Interlink Electronics, Inc.",77.57M,-4.53%,21,12.01M
TYGO,"Tigo Energy, Inc.",77.53M,-3.65%,771,-
MKTW,"MarketWise, Inc.",77.51M,7.61%,180723,-
VLD,"Velo3D, Inc.",76.08M,14.69%,13899338,105.54M
OSS,"One Stop Systems, Inc.",74.17M,-4.26%,110,65.99M
SPRU,Spruce Power Holding Corporation,72.72M,0.75%,66522,71.22M
RTC,Baijiayun Group Ltd,72.17M,1.73%,89582,11.36M
ZEPP,Zepp Health Corporation,70.80M,-0.85%,58348,408.16M
RYDE,Ryde Group Ltd,70.07M,12.50%,383717,6.58M
WFCF,"Where Food Comes From, Inc.",69.60M,3.34%,4837,25.14M
XBP,XBP Europe Holdings Inc,67.80M,4.19%,-,220.74M
ASYS,"Amtech Systems, Inc.",67.55M,-1.24%,85898,116.68M
QUBT,"Quantum Computing, Inc.",66.45M,5.23%,17092,284.43K
EBON,Ebang International Holdings Inc.,65.95M,-3.63%,49,11.35M
TACT,TransAct Technologies Incorporated,65.77M,2.24%,23214,77.32M
POET,POET Technologies Inc.,64.72M,-0.74%,45,557.79K
GRRR,Gorilla Technology Group Inc.,63.71M,-7.50%,119967,-
DPSI,"Decisionpoint Systems, Inc.",63.53M,-4.38%,4523,109.57M
FTCI,"FTC Solar, Inc.",63.27M,1.32%,2387,130.02M
AKTS,"Akoustis Technologies, Inc.",62.11M,-1.30%,413,29.71M
KNW,"Know Labs, Inc.",61.90M,-11.06%,195289,-
CSLR,"Complete Solaria, Inc.",59.56M,1.00%,21590,171.96M
RCAT,"Red Cat Holdings, Inc.",59.31M,1.70%,1861,10.99M
NVNI,Nvni Group Limited,57.53M,-2.90%,1887,23.54M
LPTH,"LightPath Technologies, Inc.",57.41M,-1.99%,17413,32.49M
STIX,"Semantix, Inc.",56.48M,-6.00%,4288,44.82M
ISDR,Issuer Direct Corporation,55.99M,1.03%,1976,33.38M
KPLT,"Katapult Holdings, Inc.",54.43M,1.80%,3345,214.34M
MOGO,Mogo Inc.,54.00M,4.27%,126,48.30M
DZSI,DZS Inc.,53.33M,2.16%,56508,389.46M
KTCC,Key Tronic Corporation,51.55M,1.05%,8382,620.34M
STRC,Sarcos Technology and Robotics Corporation,50.72M,2.04%,7019,6.15M
SWVL,Swvl Holdings Corp.,50.26M,37.55%,347520,21.87M
AGMH,AGM Group Holdings Inc.,49.48M,-0.97%,110,165.45M
USIO,"Usio, Inc.",49.19M,-2.41%,34818,81.93M
MOBX,Mobix Labs Inc,48.00M,-6.45%,-,-
AIRG,"Airgain, Inc.",47.90M,8.21%,57410,56.04M
QMCO,Quantum Corporation,47.04M,3.05%,26732,407.47M
DGHI,Digihost Technology Inc.,45.36M,3.27%,129548,21.01M
EGIO,"Edgio, Inc.",45.14M,3.76%,37,379.92M
SATX,Satixfy Communications Ltd.,44.94M,-4.58%,183799,-
MSAI,MultiSensor AI Holdings Inc.,43.50M,8.01%,31441,11.08M
MNDO,MIND C.T.I. Ltd,43.35M,0.47%,18,21.61M
PALT,"Paltalk, Inc.",42.70M,1.91%,102591,11.08M
MRT,"Marti Technologies, Inc.",42.26M,-0.27%,29749,34.47M
SELX,Semilux International Ltd.,42.10M,13.51%,40506,3.89M
ARBB,ARB IOT Group Limited,41.77M,-3.14%,2136,51.61M
BKTI,BK Technologies Corporation,41.47M,-0.08%,505,78.13M
JFU,9F Inc.,41.21M,-,13433,102.96M
AWRE,"Aware, Inc.",41.14M,-0.51%,6833,17.93M
HOLO,MicroCloud Hologram Inc.,40.10M,-9.63%,100502,-
ULY,Urgent.ly Inc.,39.66M,-0.98%,92153,-
CPTN,"Cepton, Inc.",39.62M,-,8051,9.68M
CREX,"Creative Realities, Inc.",39.55M,2.15%,34485,41.20M
LAES,SEALSQ Corp,39.33M,7.69%,73271,27.29M
SQNS,Sequans Communications S.A.,38.41M,-22.44%,1035068,33.62M
INLX,"Intellinetics, Inc.",37.86M,-7.82%,21007,16.73M
CASA,"Casa Systems, Inc.",37.17M,2.00%,1026,249.79M
INSG,Inseego Corp.,36.77M,11.81%,62,195.69M
DTST,Data Storage Corporation,36.63M,-3.78%,1247,24.74M
REFR,Research Frontiers Incorporated,36.53M,2.73%,391,909.60K
RBT,"Rubicon Technologies, Inc.",36.52M,-5.67%,807719,692.91M
MLGO,MicroAlgo Inc.,36.16M,-13.43%,60161,-
APCX,AppTech Payments Corp.,36.00M,-3.87%,38187,471.00K
IDN,"Intellicheck, Inc.",34.93M,0.84%,35764,18.28M
DSWL,"Deswell Industries, Inc.",34.50M,-0.23%,10567,70.63M
FKWL,Franklin Wireless Corp.,34.17M,-,3107,47.36M
BTCM,BIT Mining Limited,34.11M,-0.65%,155793,43.10M
LGL,"The LGL Group, Inc.",33.78M,-1.74%,11449,-20.83M
NTWK,"NetSol Technologies, Inc.",32.58M,-2.45%,3901,56.78M
CXAI,CXApp Inc.,32.02M,-0.47%,55089,-
DAIO,Data I/O Corporation,31.39M,0.86%,4536,28.46M
EMKR,EMCORE Corporation,31.12M,-1.83%,9966,96.89M
FATH,Fathom Digital Manufacturing Corporation,30.15M,-1.97%,5535,139.34M
NSYS,Nortech Systems Incorporated,29.93M,1.63%,1842,138.90M
DUOT,"Duos Technologies Group, Inc.",28.92M,1.79%,9000,11.88M
CPSH,CPS Technologies Corporation,28.82M,-21.23%,4222,26.92M
CLPS,CLPS Incorporation,28.82M,4.17%,45329,145.37M
SMSI,"Smith Micro Software, Inc.",28.68M,1.38%,760,40.86M
PRST,"Presto Automation, Inc.",28.44M,-9.87%,50064,21.20M
SONM,"Sonim Technologies, Inc.",28.43M,0.15%,14,104.32M
NXPL,NextPlat Corp,27.34M,4.29%,6906,23.75M
WKEY,WISeKey International Holding AG,25.56M,-0.40%,69013,28.08M
UTSI,UTStarcom Holdings Corp.,25.55M,-1.08%,1520,13.07M
HKIT,Hitek Global Inc.,25.36M,-0.56%,8588,6.43M
OCC,Optical Cable Corporation,25.34M,-1.59%,3583,72.17M
FCUV,Focus Universal Inc.,25.27M,5.66%,416,841.01K
ANY,Sphere 3D Corp.,24.98M,-2.29%,6875,15.64M
MRDB,MariaDB plc,23.70M,3.07%,147403,53.92M
VRAR,"The Glimpse Group, Inc.",23.69M,-0.70%,10780,11.76M
WYY,WidePoint Corporation,23.44M,1.92%,15481,101.11M
KOSS,Koss Corporation,23.41M,2.43%,14906,13.21M
TRT,Trio-Tech International,23.14M,-3.42%,1170,41.09M
RVYL,Ryvyl Inc.,22.48M,-1.03%,11965,54.04M
GETR,"Getaround, Inc.",22.33M,10.10%,1024545,68.37M
DTSS,Datasea Inc.,22.24M,-,4464,23.68M
CLRO,"ClearOne, Inc.",22.16M,0.11%,29,18.57M
NEON,Neonode Inc.,21.96M,-4.20%,90733,4.45M
UMAC,"Unusual Machines, Inc.",21.63M,5.36%,41790,4.89M
BMTX,"BM Technologies, Inc.",21.31M,5.11%,3797,56.90M
VHC,VirnetX Holding Corp,21.02M,-3.33%,14021,12.00K
SGMA,"SigmaTron International, Inc.",20.72M,0.29%,5575,397.01M
SYNX,Silynxcom Ltd.,20.63M,6.07%,21731,7.26M
FTFT,Future FinTech Group Inc.,19.99M,-,133,31.99M
VIAO,VIA optronics AG,19.72M,2.28%,19,210.00M
SPI,"SPI Energy Co., Ltd.",19.66M,-0.70%,1646,209.89M
SOS,SOS Limited,19.64M,-14.96%,1608028,217.08M
HTCR,"HeartCore Enterprises, Inc.",19.45M,-1.76%,8792,20.52M
TAIT,Taitron Components Incorporated,19.39M,-2.13%,1970,6.92M
JG,Aurora Mobile Limited,19.15M,3.90%,13337,41.23M
CTM,"Castellum, Inc.",19.09M,-1.89%,375038,44.18M
KULR,"KULR Technology Group, Inc.",19.05M,-2.10%,442995,9.31M
TSRI,"TSR, Inc.",17.49M,-0.97%,8767,93.37M
AMPG,"AmpliTech Group, Inc.",17.44M,-4.76%,77,15.85M
MMAT,Meta Materials Inc.,17.34M,0.37%,2556,7.09M
CISO,CISO Global Inc,16.70M,0.11%,3389,58.06M
BOSC,B.O.S. Better Online Solutions Ltd.,15.52M,-1.10%,5377,44.62M
MINM,"Minim, Inc.",15.11M,-12.04%,1488,35.27M
MTBL,"Moatable, Inc.",14.79M,-2.59%,14930,50.81M
ELSE,"Electro-Sensors, Inc.",14.02M,-,1465,8.35M
XELA,"Exela Technologies, Inc.",13.94M,-0.45%,1125,1.07B
TURB,"Turbo Energy, S.A.",13.66M,8.77%,19401,34.09M
LYT,Lytus Technologies Holdings PTV. Ltd.,13.58M,276.62%,430162,19.39M
CYN,Cyngn Inc.,13.53M,-13.46%,207561,1.49M
AHI,Advanced Human Imaging Limited,13.11M,-3.23%,-,2.79M
MVLA,Movella Holdings Inc.,13.03M,-0.39%,2167,57.99M
WRNT,Warrantee Inc.,13.02M,-,16184,1.64M
OLB,"The OLB Group, Inc.",12.66M,-4.04%,18404,31.62M
BNZI,"Banzai International, Inc.",12.65M,-5.58%,27424,7.70M
SVRE,SaverOne 2014 Ltd,12.48M,-4.84%,110,2.29M
WATT,Energous Corporation,12.33M,1.00%,479,561.71K
CAUD,Collective Audience Inc.,12.20M,5.85%,6784,28.63M
HUBC,HUB Cyber Security (Israel) Ltd.,11.89M,-4.72%,310,73.04M
BLIN,"Bridgeline Digital, Inc.",11.36M,-3.54%,37570,15.56M
SLNH,"Soluna Holdings, Inc.",11.20M,13.17%,103064,15.13M
SOBR,"SOBR Safe, Inc.",11.12M,-0.68%,818,144.33K
MSN,Emerson Radio Corp.,10.86M,-,2409,8.74M
MTEK,Maris-Tech Ltd.,10.48M,-0.01%,41489,2.01M
LEDS,SemiLEDs Corporation,10.23M,-,57733,5.93M
IDAI,T Stamp Inc.,10.15M,5.71%,22388,4.49M
SGE,"Strong Global Entertainment, Inc.",10.12M,-1.14%,787,50.13M
SGN,Signing Day Sports Inc.,9.54M,-19.09%,2007,222.22K
INPX,Inpixon,9.40M,-10.56%,563212,12.46M
VJET,voxeljet AG,9.38M,-0.99%,20023,29.61M
WETG,"WeTrade Group, Inc.",9.32M,-7.75%,41840,4.72M
ISUN,"iSun, Inc.",9.29M,-1.46%,378,96.13M
ELWS,"Earlyworks Co., Ltd",9.02M,6.68%,3760,315.04K
MIND,"MIND Technology, Inc.",8.84M,4.83%,3,38.72M
WLDS,Wearable Devices Ltd.,8.82M,7.03%,2152,29.00K
IFBD,"Infobird Co., Ltd",8.64M,-,47416,2.93M
JTAI,Jet.AI Inc.,8.64M,-3.16%,8342,29.90M
UAVS,"AgEagle Aerial Systems, Inc.",8.48M,0.84%,191842,15.29M
EZFL,EZFill Holdings Inc.,8.36M,5.11%,324,22.38M
BLBX,Blackboxstocks Inc.,8.35M,-4.41%,3,3.39M
VHAI,Vocodia Holdings Corp,8.30M,-8.26%,81760,156.61K
VISL,"Vislink Technologies, Inc.",8.24M,-0.85%,4221,26.79M
BOXL,Boxlight Corporation,8.04M,-0.40%,24002,180.72M
JNVR,Janover Inc.,8.00M,5.46%,3386,2.11M
BCAN,BYND Cannasoft Enterprises Inc.,7.87M,0.36%,3957,1.11M
SCKT,"Socket Mobile, Inc.",7.62M,-0.95%,11,17.81M
MOB,Mobilicom Ltd,7.54M,1.42%,69,1.32M
QH,Quhuo Limited,7.40M,1.68%,12392,510.07M
MICS,"The Singing Machine Company, Inc.",7.38M,-0.87%,8864,29.05M
OST,"Ostin Technology Group Co., Ltd.",7.26M,-3.47%,9289,57.53M
INTZ,Intrusion Inc.,7.25M,0.81%,1844,5.69M
NXTP,"NextPlay Technologies, Inc.",7.10M,3.48%,9,2.91M
AWIN,AERWINS Technologies Inc.,6.71M,2.56%,7662,3.18M
GVP,"GSE Systems, Inc.",6.60M,13.79%,107344,45.64M
MITQ,"Moving iMage Technologies, Inc.",6.58M,0.03%,17861,19.41M
SOPA,Society Pass Incorporated,5.98M,-4.16%,90,9.14M
MRIN,Marin Software Incorporated,5.50M,1.50%,1379,17.73M
IMTE,Integrated Media Technology Limited,5.37M,-4.94%,897,573.11K
VS,Versus Systems Inc.,5.36M,4.98%,20212,454.56K
VVPR,VivoPower International PLC,5.28M,-0.62%,16262,15.06M
AMST,Amesite Inc.,5.18M,0.49%,1,432.36K
TGL,Treasure Global Inc.,4.98M,13.26%,544448,53.59M
OMQS,OMNIQ Corp.,4.91M,13.36%,5,90.75M
WAVD,"WaveDancer, Inc.",4.68M,11.24%,6612,8.55M
CETX,"Cemtrex, Inc.",4.49M,-10.64%,110408,64.28M
CAMP,CalAmp Corp.,4.01M,-3.57%,10880,264.74M
FRGT,"Freight Technologies, Inc.",3.84M,7.64%,11934,19.68M
VERB,"Verb Technology Company, Inc.",3.34M,0.57%,12684,4.41M
ASNS,"Actelis Networks, Inc.",3.32M,-2.72%,4076,7.12M
DATS,"DatChat, Inc.",3.31M,-2.21%,4519,4.42K
SASI,"Sigma Labs, Inc.",3.11M,14.48%,2183,522.87K
PEGY,Pineapple Energy Inc.,3.11M,-11.91%,240839,73.79M
AUUD,Auddia Inc.,2.90M,-3.52%,576081,-
WTO,UTime Limited,2.88M,-1.00%,2130,21.55M
OBLG,"Oblong, Inc.",2.80M,-0.49%,90999,4.29M
TAOP,Taoping Inc.,2.44M,5.26%,2364,27.77M
PRSO,Peraso Inc.,2.36M,4.46%,2159,15.80M
WISA,"WiSA Technologies, Inc.",2.29M,-14.54%,6094605,2.58M
XTKG,X3 Holdings Co Ltd.,1.89M,-2.10%,53987,10.05M
MYSZ,"My Size, Inc.",1.87M,-,1406,6.69M
SYTA,Siyata Mobile Inc.,1.86M,4.06%,1377,8.47M
ASTI,"Ascent Solar Technologies, Inc.",1.47M,9.36%,180603,458.26K
