Symbol,Company Name,Market Cap,% Change,Volume,Revenue
SAVE,"Spirit Airlines, Inc.",558.34M,-2.11%,9943248,5.36B
CRESY,Cresud S.A.C.I.F. y A.,553.01M,-2.22%,157424,743.19M
LMB,"Limbach Holdings, Inc.",549.95M,1.89%,165260,517.14M
NPK,"National Presto Industries, Inc.",536.63M,0.12%,25664,356.54M
KE,"Kimball Electronics, Inc.",536.43M,-0.19%,59479,1.84B
FC,Franklin Covey Co.,530.52M,1.11%,78747,279.55M
SB,"Safe Bulkers, Inc.",527.95M,3.81%,1189251,284.40M
AMSC,American Superconductor Corporation,520.36M,3.52%,17198,135.35M
EBF,"Ennis, Inc.",515.42M,0.61%,87532,425.37M
ACCO,ACCO Brands Corporation,509.76M,0.93%,487192,1.83B
BWMN,Bowman Consulting Group Ltd.,505.08M,0.44%,11,328.90M
FCEL,"FuelCell Energy, Inc.",501.57M,-9.02%,346830,103.01M
ASLE,AerSale Corporation,500.95M,2.51%,52682,335.21M
FIP,FTAI Infrastructure Inc.,495.91M,5.27%,450098,310.42M
LILM,Lilium N.V.,487.60M,0.38%,35912,-
MTW,"The Manitowoc Company, Inc.",473.11M,0.30%,178578,2.23B
CMPO,"CompoSecure, Inc.",469.80M,25.96%,1097,384.52M
RGP,"Resources Connection, Inc.",462.41M,1.10%,195232,704.52M
EAF,GrafTech International Ltd.,462.30M,1.69%,1796373,620.50M
TRC,Tejon Ranch Co.,441.99M,-0.72%,30911,44.74M
BBCP,"Concrete Pumping Holdings, Inc.",441.36M,2.24%,53670,446.38M
ACTG,Acacia Research Corporation,400.54M,2.30%,80203,45.91M
KODK,Eastman Kodak Company,399.36M,1.00%,1358860,1.15B
DSKE,"Daseke, Inc.",389.76M,0.12%,89,1.62B
PANL,"Pangaea Logistics Solutions, Ltd.",383.81M,0.61%,164428,495.31M
SWIM,"Latham Group, Inc.",383.29M,6.71%,15,583.55M
FORR,"Forrester Research, Inc.",376.31M,4.91%,198124,499.58M
CIX,CompX International Inc.,374.34M,-0.49%,5611,161.29M
HSHP,Himalaya Shipping Ltd.,371.89M,-,96822,36.74M
TBI,"TrueBlue, Inc.",365.98M,0.43%,445021,1.91B
PTSI,"P.A.M. Transportation Services, Inc.",364.23M,-1.14%,23278,868.25M
ALTG,Alta Equipment Group Inc.,363.49M,-2.42%,130984,1.91B
SHYF,"The Shyft Group, Inc.",360.99M,3.69%,145029,872.20M
CVEO,Civeo Corporation,360.00M,1.78%,128874,700.81M
CYD,China Yuchai International Limited,359.55M,-0.57%,37033,2.30B
MTRX,Matrix Service Company,353.87M,-0.08%,150049,765.45M
DSX,Diana Shipping Inc.,345.67M,2.05%,470143,262.10M
WLFC,Willis Lease Finance Corporation,332.64M,1.06%,4097,392.42M
NWPX,Northwest Pipe Company,327.24M,2.16%,57683,444.36M
AMBI,Ambipar Emergency Response,325.93M,0.17%,384,-
NVX,Novonix Limited,323.78M,3.92%,85176,8.05M
PKOH,Park-Ohio Holdings Corp.,308.03M,-2.12%,46380,1.66B
LEV,The Lion Electric Company,305.39M,1.50%,342877,253.50M
PKE,Park Aerospace Corp.,304.21M,1.08%,38367,53.20M
SPIR,"Spire Global, Inc.",301.43M,8.96%,649968,105.70M
BYRN,Byrna Technologies Inc.,292.63M,17.86%,6330,42.64M
BLDE,"Blade Air Mobility, Inc.",286.59M,7.56%,2070,215.84M
POWW,"AMMO, Inc.",285.97M,2.12%,295,148.32M
LXFR,Luxfer Holdings PLC,284.18M,2.96%,145804,405.00M
QUAD,"Quad/Graphics, Inc.",278.66M,0.19%,70505,2.96B
MG,"Mistras Group, Inc.",273.24M,7.07%,217645,691.62M
SLDP,"Solid Power, Inc.",271.64M,1.35%,49605,17.41M
WLDN,"Willdan Group, Inc.",270.89M,-0.30%,3415,467.67M
NL,"NL Industries, Inc.",269.07M,3.96%,40121,161.29M
MEC,"Mayville Engineering Company, Inc.",267.19M,-2.24%,61206,588.43M
ESEA,Euroseas Ltd.,266.93M,-0.83%,4,189.36M
EVI,"EVI Industries, Inc.",265.78M,-1.55%,21616,367.55M
GHM,Graham Corporation,265.08M,2.43%,33178,179.49M
RLGT,"Radiant Logistics, Inc.",262.30M,-0.89%,67470,888.28M
LGCL,Lucas GC Limited,256.99M,-15.67%,7017,178.53M
FSTR,L.B. Foster Company,254.03M,2.39%,1583,543.74M
ORN,"Orion Group Holdings, Inc.",242.81M,3.04%,197124,711.78M
GENC,"Gencor Industries, Inc.",242.02M,-0.06%,10967,105.27M
PFMT,Performant Financial Corporation,240.62M,3.64%,412916,110.42M
AMPX,"Amprius Technologies, Inc.",240.44M,-,552479,5.90M
LLAP,Terran Orbital Corporation,239.19M,-4.88%,3832204,136.24M
BAER,"Bridger Aerospace Group Holdings, Inc.",238.31M,-1.63%,24,66.71M
FREY,FREYR Battery,231.91M,-0.60%,955006,-
SLND,"Southland Holdings, Inc.",229.17M,2.80%,10879,1.16B
TWIN,"Twin Disc, Incorporated",225.33M,1.58%,18772,294.24M
GASS,StealthGas Inc.,222.10M,1.62%,50,143.53M
AAN,"The Aaron's Company, Inc.",221.49M,0.28%,235814,2.14B
MVST,"Microvast Holdings, Inc.",221.15M,-6.87%,97374,266.84M
NNBR,"NN, Inc.",221.14M,-0.86%,115073,494.75M
EOSE,"Eos Energy Enterprises, Inc.",218.86M,-3.60%,19134,16.38M
RCMT,"RCM Technologies, Inc.",215.47M,-1.19%,51035,262.43M
DLHC,DLH Holdings Corp.,210.05M,-0.07%,673,401.00M
BLNK,Blink Charging Co.,209.64M,-0.32%,164967,120.49M
RDW,Redwire Corporation,198.29M,-3.47%,101445,234.02M
KNOP,KNOT Offshore Partners LP,185.87M,0.94%,38380,290.72M
SCWO,"374Water, Inc.",185.73M,0.72%,91166,1.65M
HURC,"Hurco Companies, Inc.",184.69M,-2.04%,3356,227.81M
SST,"System1, Inc.",182.44M,0.60%,65979,589.77M
HQI,"HireQuest, Inc.",174.10M,-1.00%,21647,32.28M
GRIN,Grindrod Shipping Holdings Ltd.,173.30M,0.39%,52,387.10M
SHIM,Shimmick Corporation,172.08M,5.30%,19898,655.24M
TUSK,"Mammoth Energy Services, Inc.",171.15M,2.28%,37328,309.49M
SHIP,Seanergy Maritime Holdings Corp.,160.81M,3.17%,252,125.02M
ULBI,Ultralife Corporation,159.32M,0.62%,26952,150.20M
CSTE,Caesarstone Ltd.,154.67M,-1.79%,49,565.23M
TG,Tredegar Corporation,152.43M,5.98%,96126,724.66M
GWH,"ESS Tech, Inc.",151.36M,0.54%,366187,4.76M
EVTL,Vertical Aerospace Ltd.,151.33M,1.66%,95109,-
EML,The Eastern Company,150.84M,2.11%,359,275.54M
LUNR,"Intuitive Machines, Inc.",149.62M,4.49%,156569,86.95M
TPIC,"TPI Composites, Inc.",144.79M,8.99%,1133790,1.46B
ISSC,"Innovative Solutions and Support, Inc.",144.04M,0.12%,33433,37.60M
QRHC,Quest Resource Holding Corporation,139.62M,1.43%,18102,281.29M
MNTX,"Manitex International, Inc.",138.81M,-6.10%,20,291.39M
DHX,"DHI Group, Inc.",137.85M,8.30%,401993,151.88M
SFWL,Shengfeng Development Limited,133.49M,-3.57%,64195,388.76M
BW,"Babcock & Wilcox Enterprises, Inc.",132.72M,-,1312114,1.05B
ESOA,Energy Services of America Corporation,132.39M,-0.87%,700,334.23M
TAYD,"Taylor Devices, Inc.",127.56M,10.62%,40,40.87M
TATT,TAT Technologies Ltd.,127.01M,-11.87%,87,113.79M
PESI,"Perma-Fix Environmental Services, Inc.",125.38M,3.25%,40177,83.77M
CRGO,Freightos Limited,115.28M,-1.63%,14132,20.28M
SKYX,SKYX Platforms Corp.,115.21M,1.60%,2094,36.62M
SOAR,Volato Group Inc.,113.50M,12.25%,-,109.72M
ARC,"ARC Document Solutions, Inc.",111.62M,-0.76%,143799,281.20M
ARQ,"Arq, Inc.",109.20M,-4.08%,34837,94.49M
BGSF,"BGSF, Inc.",105.94M,1.57%,8145,316.88M
ELVA,Electrovaya Inc.,104.72M,-,16828,44.06M
TORO,Toro Corp.,104.10M,-1.25%,217,78.47M
MHH,"Mastech Digital, Inc.",102.54M,0.91%,1917,212.26M
FBYD,"Falcon's Beyond Global, Inc.",102.30M,1.59%,5,22.85M
IVAC,"Intevac, Inc.",101.79M,0.79%,41806,52.67M
VTSI,"VirTra, Inc.",100.19M,-0.77%,2,36.57M
RR,Richtech Robotics Inc.,99.17M,-,122705,8.92M
MPU,Mega Matrix Corp.,96.76M,0.75%,85059,1.51M
PMEC,Primech Holdings Ltd.,96.34M,-16.97%,10784,69.03M
CBAT,"CBAK Energy Technology, Inc.",93.07M,4.00%,159789,202.72M
OMEX,"Odyssey Marine Exploration, Inc.",89.41M,-0.68%,30389,1.11M
ZCAR,"Zoomcar Holdings, Inc.",89.28M,-4.29%,1269,16.54M
GIFI,"Gulf Island Fabrication, Inc.",84.37M,0.97%,54171,144.66M
SRFM,Surf Air Mobility Inc.,80.99M,-3.74%,156125,100.01M
LICY,Li-Cycle Holdings Corp.,74.46M,2.33%,1390979,-
AENT,Alliance Entertainment Holding Corporation,74.36M,14.06%,34739,1.13B
IPWR,Ideal Power Inc.,73.72M,7.73%,131,154.00K
FLUX,"Flux Power Holdings, Inc.",71.59M,0.23%,2946,64.48M
VATE,INNOVATE Corp.,71.03M,1.90%,76182,1.42B
XOS,"Xos, Inc.",70.51M,-7.52%,14457,34.72M
SCX,The L.S. Starrett Company,70.10M,1.31%,74482,251.66M
APT,"Alpha Pro Tech, Ltd.",69.07M,5.70%,50576,58.19M
EDRY,EuroDry Ltd.,65.61M,2.05%,4346,47.59M
TOPS,Top Ships Inc.,65.23M,2.92%,61,124.43M
ESP,Espey Mfg. & Electronics Corp.,64.20M,1.28%,8481,37.02M
CODA,"Coda Octopus Group, Inc.",63.64M,0.53%,3719,19.35M
PPIH,"Perma-Pipe International Holdings, Inc.",61.09M,0.65%,3116,146.93M
BEEP,Mobile Infrastructure Corporation,57.00M,1.90%,22636,44.38M
AQMS,"Aqua Metals, Inc.",56.18M,-4.32%,22415,25.00K
RAIL,"FreightCar America, Inc.",55.14M,1.99%,1,360.48M
PPSI,"Pioneer Power Solutions, Inc.",52.63M,2.12%,8690,42.60M
BWEN,"Broadwind, Inc.",51.76M,3.90%,74154,203.48M
AP,Ampco-Pittsburgh Corporation,51.65M,4.00%,41338,407.77M
OPXS,"Optex Systems Holdings, Inc",50.02M,-2.79%,12501,28.59M
NTIP,"Network-1 Technologies, Inc.",49.62M,-1.87%,54090,820.00K
AIRT,"Air T, Inc.",49.04M,5.29%,13110,288.53M
PXS,Pyxis Tankers Inc.,46.59M,4.03%,24488,50.60M
CLIR,ClearSign Technologies Corporation,45.53M,-5.83%,204,1.18M
KSCP,"Knightscope, Inc.",45.37M,1.22%,17534,12.13M
GLBS,Globus Maritime Limited,44.46M,1.85%,77763,32.40M
AZ,A2Z Smart Technologies Corp.,44.09M,-1.83%,83090,15.75M
VCIG,VCI Global Limited,43.35M,18.27%,8812,12.50M
BEST,BEST Inc.,41.75M,0.96%,5795,1.11B
CTRM,Castor Maritime Inc.,41.70M,1.21%,42225,97.52M
HOVR,New Horizon Aircraft Ltd,41.40M,7.83%,5529,-
LTBR,Lightbridge Corporation,39.87M,5.15%,102942,-
HSON,"Hudson Global, Inc.",39.58M,-,146,176.72M
JOB,"GEE Group, Inc.",39.16M,2.56%,115675,141.93M
GTEC,Greenland Technologies Holding Corporation,38.61M,-11.62%,27954,86.69M
HYFM,"Hydrofarm Holdings Group, Inc.",38.47M,-4.16%,928,226.58M
GFAI,"Guardforce AI Co., Limited",36.37M,-3.14%,12856,35.95M
SUGP,SU Group Holdings Limited,36.31M,2.62%,378020,20.93M
MESA,"Mesa Air Group, Inc.",35.99M,-1.02%,259127,498.07M
AERT,Aeries Technology Inc.,35.90M,-1.74%,-,105.90M
CCTG,CCSC Technology International Holdings Limited,35.55M,2.68%,4013,15.94M
DFLI,Dragonfly Energy Holdings Corp.,34.63M,-6.80%,5302,74.16M
FTEK,"Fuel Tech, Inc.",34.03M,1.79%,43065,27.76M
NEOV,NeoVolta Inc.,33.26M,-11.43%,89253,3.13M
CVU,"CPI Aerostructures, Inc.",33.20M,-3.05%,27791,87.04M
SVT,"Servotronics, Inc.",33.12M,0.08%,-,43.47M
RFIL,"RF Industries, Ltd.",33.10M,-,3400,72.17M
CVV,CVD Equipment Corporation,32.75M,-0.61%,1306,27.23M
LICN,Lichen China Limited,31.54M,-5.65%,1209,33.58M
OESX,"Orion Energy Systems, Inc.",28.98M,-5.17%,109902,85.80M
CACO,Caravelle International Group,28.50M,1.96%,20719,133.78M
SPEC,Spectaire Holdings Inc.,28.39M,0.83%,10083,-
TISI,"Team, Inc.",28.18M,6.41%,11619,862.62M
APWC,Asia Pacific Wire & Cable Corporation Limited,27.01M,-5.07%,2058,433.89M
SNT,Senstar Technologies Ltd.,26.79M,-1.20%,9604,33.77M
UGRO,"urban-gro, Inc.",24.69M,0.24%,54,73.86M
FPAY,"FlexShopper, Inc.",24.47M,-0.87%,34691,108.12M
JYD,Jayud Global Logistics Limited,24.22M,-1.00%,7565,90.64M
SGRP,"SPAR Group, Inc.",23.94M,-3.74%,3494,262.29M
XPON,Expion360 Inc.,23.82M,3.26%,8636,6.54M
EPOW,"Sunrise New Energy Co., Ltd.",23.26M,20.76%,115433,48.57M
USEA,United Maritime Corporation,23.26M,2.24%,73527,33.42M
PSHG,Performance Shipping Inc.,22.60M,5.68%,1173,112.87M
WHLM,"Wilhelmina International, Inc.",22.12M,-3.40%,67,17.54M
ALPP,"Alpine 4 Holdings, Inc.",21.71M,-1.06%,34491,106.08M
IPDN,"Professional Diversity Network, Inc.",21.19M,-0.36%,3035,7.76M
IGC,IGC Pharma Inc,21.03M,0.49%,246918,1.22M
DCFC,Tritium DCFC Limited,19.68M,4.55%,91309,184.54M
RVSN,Rail Vision Ltd.,19.19M,-22.22%,231083,142.00K
SIF,"SIFCO Industries, Inc.",18.80M,-0.32%,3047,86.78M
LIQT,"LiqTech International, Inc.",18.04M,0.95%,5480,18.09M
SIDU,"Sidus Space, Inc.",17.94M,-7.94%,23940,6.95M
PIXY,"ShiftPixy, Inc.",17.27M,-15.79%,306,15.64M
OPTT,"Ocean Power Technologies, Inc.",16.97M,1.98%,230041,3.88M
LASE,Laser Photonics Corporation,16.09M,26.40%,6109,4.61M
OP,OceanPal Inc.,15.50M,2.46%,149,18.87M
GVH,Globavend Holdings Limited,15.11M,1.65%,6072,18.59M
CVR,Chicago Rivet & Machine Co.,14.97M,-2.58%,3330,31.58M
TOMZ,"TOMI Environmental Solutions, Inc.",14.74M,1.69%,11468,8.64M
AIRI,Air Industries Group,13.59M,-1.08%,7749,51.94M
IVDA,"Iveda Solutions, Inc.",13.40M,-5.12%,1337,7.59M
ASTC,Astrotech Corporation,13.32M,1.39%,5815,1.99M
ASTR,"Astra Space, Inc.",13.24M,-32.09%,62820,963.00K
KITT,"Nauticus Robotics, Inc.",12.81M,-3.40%,18739,8.77M
JAN,JanOne Inc.,12.54M,5.62%,13491,11.16M
YGMZ,MingZhu Logistics Holdings Limited,12.54M,-31.59%,83954,109.83M
IDEX,"Ideanomics, Inc.",12.33M,-,8719,36.48M
ROMA,Roma Green Finance Limited,12.20M,-11.36%,15507,1.74M
WLGS,"WANG & LEE GROUP, Inc.",12.08M,0.57%,71277,4.36M
GRNQ,Greenpro Capital Corp.,11.97M,-0.37%,186,3.29M
SHPW,"Shapeways Holdings, Inc.",11.80M,-7.12%,22411,33.72M
MWG,Multi Ways Holdings Ltd,11.64M,14.26%,124158,32.64M
VRME,"VerifyMe, Inc.",11.60M,1.82%,33,26.30M
CHNR,"China Natural Resources, Inc.",11.59M,9.32%,2298,2.91M
CLWT,Euro Tech Holdings Company Limited,10.96M,2.21%,4581,16.18M
DPRO,Draganfly Inc.,10.80M,-0.65%,19097,5.15M
ARTW,"Art's-Way Manufacturing Co., Inc.",10.13M,0.52%,8045,30.28M
GWAV,"Greenwave Technology Solutions, Inc.",9.93M,-16.85%,281,32.65M
ENG,ENGlobal Corporation,9.17M,0.32%,5823,40.79M
AWX,Avalon Holdings Corporation,9.16M,-2.89%,810,84.54M
HIHO,Highway Holdings Limited,9.05M,-,96,-
ILAG,Intelligent Living Application Group Inc.,8.91M,-7.98%,3,6.75M
RAYA,Erayak Power Solution Group Inc.,8.40M,2.84%,4251,24.88M
PRZO,ParaZero Technologies Ltd.,8.07M,2.16%,11927,560.12K
MNTS,Momentus Inc.,7.75M,1.33%,36625,2.19M
EFSH,1847 Holdings LLC,7.54M,4.96%,79563,63.06M
ESGL,ESGL Holdings Ltd,7.01M,13.18%,67818,8.39M
POLA,"Polar Power, Inc.",6.85M,-6.17%,119223,18.05M
DGLY,"Digital Ally, Inc.",6.57M,11.72%,222,31.19M
VIEW,"View, Inc.",6.43M,1.94%,1652,128.84M
GPAK,Gamer Pakistan Inc.,6.39M,-8.76%,100,-
KIQ,Kelso Technologies Inc.,6.14M,-7.83%,401499,10.14M
KWE,KWESST Micro Systems Inc.,6.01M,3.85%,8039,786.61K
BURU,"Nuburu, Inc.",5.42M,1.80%,316459,2.15M
AEHL,Antelope Enterprise Holdings Limited,5.32M,3.33%,28700,63.62M
SGBX,Safe & Green Holdings Corp,4.76M,1.64%,568270,18.67M
SGLY,Singularity Future Technology Ltd.,4.66M,14.16%,18890,3.68M
CEAD,CEA Industries Inc.,4.47M,2.40%,50164,8.12M
AGFY,Agrify Corporation,4.40M,1.56%,16704,19.90M
ATXG,Addentax Group Corp.,4.21M,-1.01%,4350,5.15M
JCSE,JE Cleantech Holdings Limited,4.16M,3.75%,5336,14.89M
CISS,C3is Inc.,3.74M,-,87462,-
BKYI,"BIO-key International, Inc.",3.68M,-1.48%,47915,8.59M
SMX,SMX (Security Matters) PLC,3.64M,-3.65%,877117,-
UUU,"Universal Security Instruments, Inc.",3.35M,2.76%,8425,21.00M
NXU,"Nxu, Inc.",3.06M,28.40%,462176,-
TBLT,"ToughBuilt Industries, Inc.",3.01M,-2.84%,2450,89.62M
RCRT,"Recruiter.com Group, Inc.",2.60M,-4.23%,88619,9.94M
STAF,"Staffing 360 Solutions, Inc.",2.47M,-9.77%,11,258.50M
LGMK,"LogicMark, Inc.",2.24M,5.77%,35946,9.65M
AULT,"Ault Alliance, Inc.",1.11M,-2.00%,2346803,160.92M
SPCB,SuperCom Ltd.,1.10M,1.60%,26061,25.51M
